acc,accm,amloc,anpm,cbo,dit,lcom4,loc,noa,noc,nom,npa,npm,rfc,sc, good_design
0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,1
0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
0,2.06,16.66,2.48,30,0,9,833,2,0,50,2,50,283,270,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
95,3.1503067485,15.8343558282,2.0061349693,70,0,242,5162,3,0,326,3,326,1356,16940,0
27,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
18,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
14,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
9,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
48,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
84,1.7837837838,19.7432432432,2.3288288288,118,0,306,8766,8,0,444,8,444,1891,36108,0
4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
11,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
3,0,0,0,0,0,0,0,10,0,0,10,0,0,0,1
7,0,0,0,0,0,0,0,8,0,0,8,0,0,0,1
5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
8,0,0,0,0,0,0,0,34,0,0,34,0,0,0,1
26,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1
6,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
13,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1
1,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
0,2,13,1,2,0,1,13,0,0,1,0,1,3,2,1
0,1.0909090909,11,3.3636363636,5,0,10,121,1,0,11,1,11,25,50,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,1.7142857143,14.5714285714,4.2142857143,9,0,13,204,1,0,14,1,14,44,117,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,1.5,15.6,4.6,9,0,10,156,2,0,10,2,10,38,90,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.5441176471,10.9852941176,2.3676470588,7,0,60,747,1,0,68,1,68,145,420,1
0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,1,1,1,0,0,10,10,77,0,10,77,10,10,0,1
2,2.6,57.2,8.2,3,0,2,286,1,0,5,1,5,21,6,1
2,1,26,3.5,2,0,2,52,0,0,2,0,2,4,4,1
3,3.6764705882,36.3529411765,4.0588235294,15,0,12,1236,2,0,34,2,34,118,180,0
0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
2,2.1413043478,19.6739130435,5.25,7,0,12,1810,0,0,92,0,92,401,84,0
2,2.1413043478,19.6739130435,5.25,7,0,12,1810,0,0,92,0,92,401,84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3.4,33.4,2.6,9,0,2,167,0,0,5,0,5,28,18,1
1,3,38.5,1,9,0,1,77,0,0,2,0,2,16,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,12,154,5,3,0,1,154,0,0,1,0,1,5,3,1
2,6.5,56.25,4,5,0,2,225,0,0,4,0,4,15,10,1
2,4.6590909091,40.6363636364,3.7727272727,18,0,26,1788,1,0,44,1,44,195,468,0
2,3.1666666667,27.5,4.8333333333,17,0,2,165,2,0,6,2,6,41,34,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
3,5,45.3333333333,2.3333333333,7,0,2,136,0,0,3,0,3,44,14,1
10,3.303030303,23.5151515152,1.6666666667,12,0,17,776,1,0,33,1,33,85,204,0
9,1,17.3,7.2,7,0,4,173,0,0,10,0,10,53,28,1
0,3.2,28.2,4.8,1,0,4,141,0,0,5,0,5,7,4,1
1,4.4,48.6,3,14,0,2,243,0,0,5,0,5,42,28,1
10,1.03125,20.4375,2.46875,8,0,12,654,0,0,32,0,32,100,96,0
2,2,16.1428571429,1.7142857143,7,0,2,113,1,0,7,1,7,30,14,1
2,2.3953488372,25.7906976744,3.0465116279,33,0,42,1109,0,0,43,0,43,200,1386,0
2,0,0,0,0,0,0,0,22,0,0,22,0,0,0,1
2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,18,0,0,18,0,0,0,1
5,0,0,0,0,0,0,0,8,0,0,8,0,0,0,1
1,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1
2,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1
1,0,0,0,0,0,0,0,15,0,0,15,0,0,0,1
0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,1
11,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1
1,4.1428571429,60.1428571429,4.5714285714,12,0,1,421,0,0,7,0,7,51,12,1
0,9.0344827586,62.4827586207,3.2413793103,11,0,9,1812,3,0,29,3,29,183,99,0
0,1,8,3,0,0,1,8,0,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.25,13.25,1.25,9,0,2,53,0,0,4,0,4,28,18,1
2,3.9917355372,47.8016528926,3.5123966942,16,0,5,5784,16,0,121,16,121,1116,80,0
0,3.5625,33.5625,4.4375,21,0,10,537,0,0,16,0,16,126,210,1
13,1,22.8333333333,3,11,0,10,274,0,0,12,0,12,70,110,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.5,30.25,4.375,8,0,1,1452,1,0,48,1,48,301,8,1
1,1.0434782609,8.9565217391,1.6086956522,2,0,22,206,0,0,23,0,23,56,44,1
28,1.9568345324,17.6690647482,3.071942446,46,0,93,2456,3,0,139,3,139,488,4278,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
9,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
7,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,10,0,0,10,0,0,0,1
5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,1,6.5,0,0,0,1,13,1,0,2,1,2,4,0,1
1,3.25,16.75,2.375,6,0,8,134,1,0,8,1,8,24,48,1
12,1,2.2307692308,0.5769230769,0,0,19,58,6,4,26,0,24,39,0,1
2,2,6.5,1,1,0,1,13,1,1,2,0,2,6,1,1
0,2,7,2,2,1,1,7,0,0,1,0,1,3,2,1
0,1.4666666667,10.6,1,5,1,2,159,6,0,15,0,15,73,10,1
0,2.6666666667,19.5,0.7222222222,8,1,3,351,13,0,18,0,17,143,24,1
6,2.6666666667,12.3333333333,0.3333333333,1,0,3,37,14,0,3,14,3,4,3,1
25,1.6751824818,13.0583941606,2.1788321168,39,1,23,3578,40,4,274,1,252,1175,897,0
3,1.2,12.2,1.8,1,0,2,61,2,0,5,0,5,13,2,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,1,4,0.5,0,0,2,8,1,0,2,1,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1.2,0,0,5,5,0,0,5,0,5,5,0,1
2,2.9,19.9,1.5,7,0,9,199,6,0,10,6,10,40,63,1
0,3.2580645161,21.4193548387,1.2258064516,13,2,9,664,9,0,31,0,29,195,117,0
0,3.1578947368,24.0526315789,0.8421052632,13,1,1,457,12,0,19,1,18,172,13,1
6,4.2,30.6,1.8,5,0,3,153,6,0,5,6,5,21,15,1
0,2.2307692308,18.3846153846,1.7692307692,11,2,5,239,6,0,13,0,12,73,55,1
0,1.0909090909,6.2727272727,1.1818181818,6,1,3,69,5,0,11,0,9,41,18,1
0,1,1,1.2,0,0,5,5,0,0,5,0,5,5,0,1
2,2,8,1,1,0,1,8,1,0,1,1,1,3,1,1
1,1.6666666667,6.8333333333,0.6666666667,3,0,5,41,10,0,6,8,6,18,15,1
0,2.25,12,0.5,5,2,4,96,2,0,8,1,8,38,20,1
1,4.1428571429,33.7142857143,1.7142857143,5,0,2,236,6,0,7,6,7,46,10,1
1,2.125,12.0625,1.1875,7,2,6,193,6,0,16,0,16,79,42,1
1,1,1.5,0.75,0,0,7,12,154,0,8,154,8,9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.6666666667,14.6666666667,0.6666666667,2,0,3,44,0,0,3,0,3,9,6,1
3,1.4651162791,12.1162790698,1.9534883721,11,0,4,521,42,0,43,32,43,136,44,0
0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,1
14,2.6666666667,14.1666666667,2,8,0,2,85,2,1,6,0,5,30,16,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1.6216216216,12.7567567568,1.9189189189,10,0,10,472,31,0,37,0,32,139,100,1
2,2.1818181818,13.3636363636,0.7272727273,3,0,9,147,20,0,11,18,11,36,27,1
0,1.5,8.5,1,1,0,2,17,0,0,2,0,2,4,2,1
0,1,8.5,1,0,0,2,17,0,0,2,0,2,2,0,1
47,1.625,17,2.125,6,0,7,272,7,0,16,7,16,54,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,11.1818181818,29.5454545455,1.4545454545,4,0,2,325,7,0,11,0,5,55,8,1
0,1.6666666667,3,0.6666666667,0,0,3,9,3,0,3,3,3,6,0,1
0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,5,1,0,1,5,25,0,0,5,0,5,5,0,1
3,1.0666666667,11.2,1.9333333333,11,1,13,168,0,0,15,0,15,47,143,1
2,1,8.8,2.1,4,0,10,88,0,0,10,0,10,26,40,1
2,1,5,2.5,1,1,4,20,0,0,4,0,4,6,4,1
0,1,8.5,1,1,0,2,17,0,0,2,0,2,4,2,1
2,1.4166666667,7.4166666667,2.5833333333,5,1,12,89,0,0,12,0,12,27,60,1
2,1,6,1.4117647059,3,1,17,102,0,0,17,0,17,25,51,1
0,2.8,17,1,6,1,2,85,1,0,5,0,5,22,12,1
2,1,1,0.4666666667,2,0,8,15,7,1,15,0,15,35,16,1
2,1,1,0.3333333333,0,0,3,3,1,2,3,1,3,3,0,1
0,1.6666666667,6.6666666667,1,1,1,2,20,3,0,3,1,3,11,2,1
0,4.75,19.5,0.75,2,1,2,78,3,0,4,1,4,17,4,1
1,1.0625,4.0625,0.75,2,0,7,65,11,0,16,1,14,46,14,1
0,1,3.4,1.2,1,0,2,17,0,0,5,0,4,9,2,1
0,1,3.4,1.2,1,0,2,17,0,0,5,0,4,9,2,1
1,1.1666666667,1.5,0.6666666667,0,0,3,9,2,0,6,0,6,12,0,1
2,7,13.3333333333,1,4,0,3,80,5,0,6,5,4,34,12,1
9,1.8214285714,5.25,0.8571428571,13,0,6,147,12,2,28,0,25,97,78,0
1,1,1,0.75,0,0,4,4,3,0,4,1,4,6,0,1
6,1.375,3.875,1.0625,6,0,8,62,11,1,16,1,15,49,48,1
0,1,1.25,0.75,0,0,4,5,2,0,4,2,4,5,0,1
3,3,11.7,0.7,5,0,6,117,4,0,10,0,8,27,30,1
5,2.4,6.8,0.6,6,0,4,68,3,0,10,0,8,36,24,1
1,1,1,0,0,0,2,2,2,0,2,2,2,3,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.2,4,1.2,5,1,5,20,1,1,5,1,5,14,25,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1.375,3.25,0.75,1,0,5,26,2,3,8,0,5,14,5,1
0,1,4.5,1.5,2,1,2,9,1,0,2,0,1,5,4,1
0,1,3.6666666667,1.6666666667,0,1,3,11,2,0,3,1,2,5,0,1
0,2.0357142857,9.5714285714,2.0714285714,13,0,28,268,0,0,28,0,28,77,364,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,1,1,3,0,2,5,2,0,5,2,5,24,6,1
3,4.3333333333,15.5,0.6666666667,5,0,2,93,3,0,6,0,4,25,10,1
4,6,15.6666666667,0.6666666667,1,0,1,47,17,1,3,0,3,24,1,1
2,1.6666666667,6.5833333333,1.0833333333,2,1,6,79,0,0,12,0,9,25,12,1
1,1,1,2,1,0,1,1,0,0,1,0,1,2,1,1
3,1.2307692308,2.3846153846,1,4,0,18,62,3,0,26,0,25,49,72,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1,8.5,44,0.5,8,0,1,176,2,0,4,1,4,28,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,1.7142857143,8.1428571429,0.7142857143,5,0,3,57,7,0,7,4,5,27,15,1
0,1,4,1,1,0,2,8,0,0,2,0,2,4,2,1
1,6.8,37.2,2.2,8,0,1,186,9,0,5,1,5,47,8,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
335,1.1764705882,3.5882352941,1.1176470588,7,0,48,183,33,0,51,33,51,71,336,0
1,3.4,16.75,2.3,9,0,11,335,18,0,20,0,5,97,99,1
7,1,1,1,1,0,1,7,2,0,7,2,7,25,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6.5,35.5,2.1666666667,4,0,2,213,4,0,6,0,5,28,8,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
2,3.5454545455,15.0909090909,1.7272727273,4,0,2,166,8,0,11,1,9,62,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1,1.9090909091,6.4545454545,0.6363636364,3,0,3,71,7,0,11,1,11,39,9,1
1,2.25,9.5,0.75,2,0,2,38,2,0,4,0,4,12,4,1
2,1.1666666667,4.5,1,2,0,3,27,6,0,6,1,6,20,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
5,2.3260869565,8.2173913043,1.4347826087,21,0,5,378,16,1,46,1,44,229,105,1
0,1.2121212121,5.8787878788,1.7272727273,7,0,33,194,0,0,33,0,33,55,231,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,1,3,4,0,0,1,3,4,0,1,0,1,1,0,1
3,3.5217391304,14.8695652174,0.8260869565,7,0,4,342,22,0,23,1,18,98,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,3,6.462962963,0.9259259259,11,0,7,349,22,1,54,0,54,206,77,0
1,1.75,9.625,0.375,5,0,2,77,6,0,8,3,8,26,10,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,3,1,0,3,0,0,0,1
1,0,0,0,0,1,0,0,5,0,0,5,0,0,0,1
1,0,0,0,0,0,0,0,8,0,0,8,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1,0,0,0,0,0,0,0,17,0,0,17,0,0,0,1
5,0,0,0,0,0,0,0,9,4,0,9,0,0,0,1
0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,14,0,0,14,0,0,0,1
1,0,0,0,0,0,0,0,15,0,0,15,0,0,0,1
4,0,0,0,0,0,0,0,27,1,0,27,0,0,0,1
2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
1,0,0,0,0,2,0,0,5,1,0,5,0,0,0,1
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
3,0,0,0,0,0,0,0,5,2,0,5,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1
9,5.05,29.25,3.25,17,0,18,585,0,0,20,0,20,88,306,0
0,1,1,0.6666666667,0,0,3,3,1,0,3,1,3,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,2.5,0,0,2,2,0,0,2,0,2,2,0,1
0,1.5,4.5,2.5,1,0,2,9,1,0,2,0,2,4,2,1
0,2.5,10.5,2.5,1,0,2,21,2,0,2,0,2,4,2,1
0,5.5,14.5,2.5,1,0,2,29,2,0,2,0,2,4,2,1
1,1,1,0.4444444444,0,0,4,9,2,0,9,0,9,17,0,1
0,1,1,0.6666666667,2,0,2,3,1,0,3,1,2,11,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.3333333333,4.6666666667,2,4,0,3,14,0,0,3,0,3,11,12,1
1,7.2857142857,32.1428571429,3.2857142857,6,0,7,225,0,0,7,0,7,33,42,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
11,2.25,13.1875,1.8125,7,0,6,211,1,0,16,1,16,60,42,1
2,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1
5,1.6129032258,8.3225806452,2.0322580645,9,0,29,258,1,0,31,1,31,48,261,1
2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
6,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1
9,1.0714285714,14,1.6428571429,8,0,10,196,5,0,14,5,14,37,80,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1.3333333333,3.6666666667,1,1,0,1,11,1,0,3,1,3,8,1,1
1,1,1,1,0,0,1,1,1,0,1,1,1,2,0,1
0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,4,30,4,3,0,1,30,0,0,1,0,1,6,3,1
10,1.7435897436,9.0769230769,3,7,0,33,708,3,0,78,3,78,170,231,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
2,2,15.05,3.15,16,0,10,301,4,0,20,4,20,110,160,0
0,2,4,1,2,0,1,4,0,0,1,0,1,3,2,1
0,2.2,16.4,2.8,5,0,8,164,3,0,10,3,10,26,40,1
0,2,51.75,1,0,0,4,207,0,0,4,0,4,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,6,6,0,0,6,0,6,6,0,1
0,6.7142857143,39,1.8571428571,18,0,1,273,3,0,7,3,7,80,18,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,5.9,21.4,2.8,6,0,8,214,2,0,10,2,10,26,48,1
2,1.2352941176,12.2352941176,3.4117647059,9,0,9,416,0,0,34,0,34,79,81,1
0,4.4285714286,22.7142857143,2,5,0,2,159,2,0,7,2,7,22,10,1
1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
0,3.0625,26.125,2.6875,4,0,6,418,6,0,16,6,16,43,24,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,1.8888888889,12.5555555556,2,3,0,9,113,1,0,9,1,9,14,27,1
1,4.375,25.125,2.875,5,0,1,201,0,0,8,0,8,33,5,1
0,2.7,17.5,2,10,0,2,350,3,0,20,3,20,77,20,1
1,1,2.5,1.5,0,0,3,10,2,0,4,2,3,7,0,1
0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,1
5,5.7,21.4,1.4,8,0,3,214,2,0,10,2,10,41,24,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3.3333333333,11.3333333333,3.3333333333,4,0,2,34,2,0,3,2,3,10,8,1
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
1,8,37,1,3,0,1,37,1,0,1,1,1,9,3,1
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
4,1.1875,6.3125,2.75,2,0,27,202,1,0,32,1,32,44,54,1
0,6.75,46,1.625,9,0,1,368,3,0,8,3,8,42,9,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1
0,1,6,2.3333333333,0,0,3,18,0,0,3,0,3,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,152,2,6,0,1,152,0,0,1,0,1,11,6,1
3,1.7142857143,7.5714285714,0.8571428571,0,0,2,53,1,1,7,0,7,16,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1.2222222222,5.1111111111,1.6666666667,5,2,5,46,1,0,9,0,8,29,25,1
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1,2.1111111111,12.2222222222,1.6666666667,2,1,2,110,4,0,9,0,7,29,4,1
1,1,4,1,1,0,1,4,1,0,1,1,1,2,1,1
0,3,20.75,1,4,2,2,83,3,0,4,0,4,32,8,1
0,2,9,2,0,1,2,18,0,0,2,0,2,2,0,1
28,1,2.2857142857,0.6428571429,0,0,12,32,4,12,14,1,14,20,0,1
4,2.5789473684,21.7368421053,2.2631578947,31,0,10,413,0,0,19,0,19,144,310,1
0,2,5.5,1,1,0,1,11,1,0,2,0,2,5,1,1
2,1.8888888889,11.1111111111,0.7777777778,10,2,6,100,0,1,9,0,8,41,60,1
4,1.2857142857,9.8571428571,2.5714285714,9,1,6,69,1,1,7,0,6,33,54,1
3,2.9090909091,20.5454545455,1.5454545455,17,2,3,226,1,1,11,0,9,82,51,1
3,2,14.7142857143,1.2857142857,12,2,3,103,1,1,7,0,5,36,36,1
2,1.1666666667,5.3333333333,1,4,2,4,32,0,1,6,0,5,15,16,1
2,3.3,21.5,0.9,8,2,3,215,9,1,10,0,6,61,24,1
0,1,4.75,0.5,1,2,3,19,0,0,4,0,3,6,3,1
0,1.375,4.875,0.5,4,3,6,39,0,0,8,0,7,18,24,1
1,1.7857142857,12.9285714286,1.0714285714,13,3,7,181,8,0,14,0,10,74,91,1
0,2.1818181818,13.0909090909,0.6363636364,14,3,5,144,6,0,11,0,10,54,70,1
0,1,3.1666666667,0.3333333333,1,3,6,19,0,0,6,0,6,7,6,1
0,1.6363636364,7.6363636364,0.4545454545,9,3,5,84,2,0,11,0,10,44,45,1
1,1,6.75,2.25,1,2,4,27,0,0,4,0,3,8,4,1
0,1.75,12.125,1.5,11,3,3,97,3,0,8,0,7,37,33,1
0,1.4,9,1,3,3,5,45,0,0,5,0,5,15,15,1
0,1.7142857143,9.5714285714,0.5714285714,9,3,3,67,2,0,7,0,6,29,27,1
0,1,4.6666666667,0.6666666667,5,3,3,14,0,0,3,0,3,8,15,1
