0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.0588235294,3.8823529412,0.5294117647,0,1,10,66,5,0,17,0,16,28,0,1
0,1,3,0,0,0,1,3,0,0,1,0,1,1,0,1
0,1,8.1666666667,0.5,3,1,6,49,2,0,6,0,5,17,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.0769230769,6.5641025641,2,5,1,36,256,2,0,39,0,38,65,180,1
1,1.125,2.125,1.125,0,0,8,17,0,1,8,0,8,10,0,1
2,1,4.3,2,0,0,5,43,2,0,10,0,7,20,0,1
0,1,6.25,1.5,0,1,4,25,0,0,4,0,4,6,0,1
1,1,3,1.3333333333,0,0,3,9,0,1,3,0,3,3,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1.5555555556,10,0.7777777778,3,1,1,90,5,0,9,0,4,41,3,1
0,1.25,5.25,1.75,0,1,4,21,0,0,4,0,2,5,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.8,10.4,1,3,1,4,52,0,0,5,0,3,12,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.7272727273,13.1818181818,1.2727272727,2,1,4,145,9,0,11,0,8,57,8,1
2,1,1,1.5,0,0,2,2,0,1,2,0,2,2,0,1
4,1,1,1.2,0,0,5,5,0,3,5,0,4,5,0,1
2,1,1,0.75,0,0,4,4,0,1,4,0,2,4,0,1
1,1,3.1666666667,1,1,0,3,19,2,0,6,0,4,13,3,1
1,1.6428571429,11.5714285714,0.9285714286,5,1,3,162,4,1,14,0,7,64,15,1
1,1,1,2.5,0,0,4,4,0,1,4,0,4,4,0,1
0,1,25.2,2,1,0,5,126,0,0,5,0,5,15,5,1
0,1,2.8,1.2,0,1,5,14,0,0,5,0,5,5,0,1
0,1,5,2.5,0,1,4,20,0,0,4,0,4,4,0,1
0,1,1,1,0,1,4,4,0,0,4,0,4,4,0,1
0,1,4.75,1.25,0,2,3,19,2,0,4,0,2,8,0,1
0,1,10,1,3,1,3,40,6,0,4,0,1,20,9,1
0,1,3.85,1.95,1,1,20,77,0,0,20,0,2,23,20,1
2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.1,9.2,0.3,4,1,7,92,6,0,10,0,7,42,28,1
1,1.1818181818,5.7272727273,1.4545454545,0,1,6,63,1,0,11,0,10,19,0,1
1,1,6,2,2,0,1,6,0,0,1,0,1,3,2,1
2,2.5714285714,10.8571428571,1.1428571429,1,0,4,76,1,1,7,0,4,20,4,1
