"acc","accm","amloc","anpm","anpm_kurtosis","cbo","dit","dit_kurtosis","lcom4","loc","mmloc","noa","noc","nom","npa","npm","rfc","sc"
3,1,3.5,1.25,,1,2,,2,14,5,3,3,4,0,2,10,2
1,1,3.3333333333,0.6666666667,,0,2,,2,10,4,2,0,3,0,2,5,0
0,1,3,1,,0,3,,1,3,3,1,0,1,0,0,1,0
1,1,3.3333333333,0.6666666667,,0,2,,2,10,4,2,0,3,0,2,5,0
1,1,3.3333333333,0.6666666667,,0,2,,2,10,4,2,0,3,0,2,5,0
0,1,3,1,,0,3,,1,3,3,1,0,1,0,0,1,0
0,1,5,1,,0,2,,1,5,5,1,0,1,0,0,1,0
1,1,3.3333333333,0.6666666667,,0,2,,2,10,4,2,0,3,0,2,5,0
0,1,5,1,,0,2,,1,5,5,1,0,1,0,0,1,0
0,1,3,1,,0,3,,1,3,3,1,0,1,0,0,1,0
0,1,4,1,,0,2,,1,4,4,1,0,1,0,0,1,0
0,1,3.5,0.75,,0,2,,2,14,5,3,0,4,0,3,8,0
9,4.4285714286,20.7142857143,1.4285714286,,1,1,,1,145,48,3,0,7,0,5,18,1
0,1,3.3333333333,0.6666666667,,0,2,,2,10,4,2,0,3,0,2,5,0
7,1,3.5,0.5,,0,2,,1,7,4,2,0,2,0,1,4,0
0,1,5,4,,1,2,,1,5,5,1,0,1,0,0,4,1
0,1.5,6.5,4,,1,2,,1,13,9,2,0,2,0,1,10,1
11,5.6666666667,20.6666666667,1.3333333333,,0,0,,2,62,56,15,5,3,13,2,21,0
1,1,5.6666666667,1,,2,0,,1,17,7,3,0,3,0,3,11,2
0,1,8,4,,0,2,,1,8,8,1,0,1,0,1,1,0
0,1.5,7,1.5,,3,1,,1,14,8,1,0,2,0,2,10,3
0,1.3333333333,6,3,,1,2,,1,18,9,3,0,3,0,2,15,1
0,1.125,5,1.125,,5,1,,3,40,10,7,0,8,0,5,32,15
0,2,8,4,,1,2,,1,8,8,2,0,1,0,0,5,1
2,1.8888888889,8,0.8888888889,,5,1,,2,72,33,8,0,9,0,9,30,10
0,2,8,4,,1,2,,1,8,8,1,0,1,0,0,4,1
0,2,8,4,,1,2,,1,8,8,1,0,1,0,0,4,1
0,2,10,4,,1,2,,1,10,10,1,0,1,0,0,4,1
0,2,7,2,,0,1,,1,7,7,2,0,1,0,0,3,0
2,1.3333333333,7.3333333333,3,,1,2,,1,22,10,3,2,3,0,2,15,1
0,1,6,4,,1,2,,1,6,6,1,0,1,0,0,4,1
0,1,6,4,,1,3,,1,6,6,1,0,1,0,0,4,1
0,1,4,4,,1,3,,1,4,4,1,0,1,0,0,4,1
0,1,6,4,,1,3,,1,6,6,1,0,1,0,1,4,1
0,1,4,4,,1,3,,1,4,4,1,0,1,0,0,4,1
0,1,5,4,,1,2,,1,5,5,1,0,1,0,0,4,1
0,4.3333333333,19.3333333333,1,,8,1,,1,58,49,1,0,3,0,3,26,8
0,1,5,4,,1,2,,1,5,5,1,0,1,0,0,4,1
0,1.3333333333,5.6666666667,3,,1,2,,1,17,9,3,0,3,0,2,15,1
0,3,15,1,,0,1,,1,15,15,5,0,1,0,0,5,0
0,1.3333333333,5.6666666667,3,,1,2,,1,17,9,3,0,3,0,2,15,1
0,6,25.5,3,,0,1,,1,51,42,6,0,2,0,1,12,0
0,1.6666666667,5,0.6666666667,,0,1,,1,15,6,2,0,3,0,2,7,0
0,1.5,6.5,4,,1,2,,1,13,9,2,0,2,0,1,10,1
0,1.3333333333,6,2.6666666667,,2,2,,1,18,8,4,0,3,0,2,15,2
0,1.2857142857,19.1428571429,1.2857142857,,0,0,,6,134,94,3,0,7,0,2,8,0
3,1,1,1.5,,0,0,,2,2,1,0,0,2,0,1,2,0
0,2,22.5,1.25,,0,0,,3,90,56,2,0,4,0,2,7,0
2,2,21.1428571429,0.8571428571,,4,0,,2,148,79,11,0,7,2,6,31,8
1,1.5,5.75,1.25,,0,1,,3,23,10,0,0,4,0,4,5,0
1,1,3,0.8,,1,1,,3,15,4,1,0,5,0,4,10,3
29,2.2083333333,9.6875,1.1666666667,,3,1,,3,465,56,12,0,48,1,46,174,9
2,1,1,3,,0,0,,1,1,1,0,1,1,0,1,1,0
3,1,1,3,,0,0,,1,1,1,0,2,1,0,1,1,0
2,1.25,5.5,1.25,,4,0,,1,44,19,7,0,8,0,7,32,4
0,1,4,1.25,,0,1,,4,16,5,0,0,4,0,4,4,0
1,1.1428571429,3.7142857143,0.7142857143,,1,1,,4,26,6,2,0,7,0,5,13,4
15,2.2291666667,9.9166666667,1.0833333333,,2,1,,3,476,66,11,0,48,0,46,171,6
2,1,1,3,,0,0,,1,1,1,0,1,1,0,1,1,0
2,1,1,3,,0,0,,1,1,1,0,1,1,0,1,1,0
0,2,9,1,,0,0,,3,27,16,3,0,3,0,3,6,0
30,2.6785714286,11.5357142857,0.7142857143,,3,1,,3,323,38,15,0,28,4,26,189,9
1,1,2.5,0,,1,0,,2,5,3,0,0,2,0,1,3,2
0,4.0526315789,22.1578947368,0.9473684211,,5,0,,2,421,115,14,0,19,0,13,99,10
1,1.3333333333,4,0.3333333333,,0,0,,1,12,6,3,0,3,3,3,6,0
1,1.3333333333,4,0.3333333333,,0,0,,1,12,6,2,0,3,2,3,6,0
1,5.125,26.75,1.625,,0,0,,3,214,61,4,0,8,0,5,22,0
0,1,3.5,0.5,,0,1,,2,7,4,1,0,2,0,2,2,0
1,2.0526315789,9.6052631579,0.8947368421,,3,1,,33,365,54,17,0,38,1,33,58,99
3,1.3,4.8,0.5,,0,1,,9,48,8,2,3,10,0,10,12,0
4,2.9411764706,16.2941176471,1.9411764706,,3,1,,2,277,113,7,2,17,0,16,77,6
2,1.7777777778,9.7777777778,2.1111111111,,3,1,,1,88,34,5,1,9,0,8,41,3
59,1.864,10.84,1.392,,5,1,,6,1355,113,28,0,125,0,119,405,30
0,1,3,1,,0,1,,1,3,3,0,0,1,0,1,1,0
0,2.1333333333,11.4,1.6666666667,,4,1,,2,171,40,5,0,15,0,14,67,8
0,3,22,1,,1,0,,1,22,22,3,0,1,0,1,5,1
0,1.8333333333,10.3333333333,1.5,,2,1,,3,62,30,2,0,6,0,6,17,6
0,2.8,16.8,2.8,,2,1,,1,84,32,5,0,5,0,5,28,2
0,1.7142857143,9.8571428571,1.5714285714,,3,1,,3,69,26,2,0,7,0,7,28,9
6,1,1,0.6666666667,,0,0,,3,3,1,0,1,3,0,3,3,0
0,1.5,8.75,2,,2,1,,1,35,16,3,0,4,0,4,17,2
0,1.5,33,0.5,,0,0,,2,66,54,1,0,2,0,1,3,0
0,1.3333333333,8,1.3333333333,,2,1,,1,24,10,1,0,3,0,3,10,2
84,1,4.25,1,,0,0,,7,51,6,2,39,12,0,12,19,0
4,1,1,0.75,,0,0,,8,8,1,0,2,8,0,8,8,0
0,2.6666666667,12.3333333333,0.8888888889,,1,1,,1,111,28,4,0,9,0,8,29,1
11,1,1,0.5,,0,0,,2,2,1,0,1,2,0,2,2,0
18,1,3,0.5,,0,1,,2,6,5,1,9,2,0,2,3,0
0,1.25,8,1.375,,3,1,,2,64,22,3,0,8,0,8,27,6
0,3.2857142857,18.5714285714,1.4285714286,,3,1,,4,130,64,2,0,7,0,7,24,12
0,2.5,15.25,2,,3,1,,1,61,39,2,0,4,0,4,21,3
0,1.25,8,1.375,,3,1,,2,64,22,3,0,8,0,8,28,6
0,1.25,8.125,1.375,,3,1,,2,65,23,3,0,8,0,8,27,6
0,1.4545454545,5.4545454545,0.7272727273,,2,1,,1,60,13,3,0,11,0,11,41,2
0,2.25,17.25,1,,1,0,,1,69,24,7,0,4,0,1,17,1
0,2.5,7.5,1,,0,0,,2,15,9,0,0,2,0,2,2,0
0,2.5,7.5,1,,0,0,,2,15,9,0,0,2,0,2,2,0
0,6.6153846154,29.1538461538,1.8461538462,,2,0,,4,379,126,7,0,13,1,7,36,8
3,5.6923076923,32,1.5384615385,,7,0,,1,416,241,8,0,13,1,6,72,7
0,2.8571428571,31,0.7142857143,,0,0,,3,217,144,10,0,7,6,5,13,0
0,3,24.5714285714,1.4285714286,,0,0,,2,172,78,9,0,7,1,3,22,0
2,2.0714285714,9.8571428571,0.7142857143,,0,1,,3,138,26,6,0,14,0,12,49,0
1,1.6666666667,8.5555555556,0.7777777778,,2,2,,1,77,24,7,0,9,0,7,35,2
1,2.1923076923,10.1923076923,0.5,,2,2,,3,265,57,16,0,26,1,21,94,6
1,1.1111111111,3.8888888889,1,,2,1,,2,35,10,4,0,9,1,9,23,4
2,1.625,5.5,1.625,,0,0,,3,44,11,5,0,8,0,7,18,0
0,2.5,10.5,0,,2,0,,2,21,16,0,0,2,0,1,8,4
1,1,3.6666666667,1.3333333333,,1,1,,1,11,5,2,0,3,0,2,10,1
2,1.6,4.8,0.8,,0,0,,2,24,10,3,1,5,2,3,9,0
0,1,3.5,0.5,,0,1,,2,7,4,0,0,2,0,0,2,0
3,1,1,0.2666666667,,0,1,,15,15,1,0,1,15,0,14,15,0
2,1,1,4,,0,0,,1,1,1,0,1,1,0,0,1,0
3,1,1,0.6666666667,,0,0,,3,3,1,0,1,3,0,2,3,0
4,1,1,0.5,,0,0,,2,2,1,0,2,2,0,1,2,0
2,1,1,0,,0,0,,2,2,1,0,1,2,0,1,2,0
2,1,1,0,,0,1,,5,5,1,0,1,5,0,5,5,0
0,0,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0
3,1,3.25,0.5,,0,1,,2,13,4,1,1,4,0,4,7,0
6,2.2272727273,9.7727272727,0.8181818182,,9,0,,11,215,53,13,1,22,8,13,63,99
1,5.2,31.8,0.4,,4,1,,1,159,69,8,0,5,0,2,50,4
1,1.4444444444,8.2222222222,0.6666666667,,5,2,,2,74,43,7,0,9,0,7,29,10
0,1,3,1,,0,1,,4,12,3,1,0,4,0,4,4,0
0,1,3,0.5,,0,1,,2,6,3,1,0,2,0,2,2,0
0,1,3,1,,0,1,,4,12,3,1,0,4,0,4,4,0
4,1,3.6666666667,1,,0,1,,1,11,5,3,2,3,0,2,7,0
0,1,4,3,,1,2,,1,4,4,1,0,1,0,1,3,1
1,1,3.2,1,,1,2,,3,16,4,3,0,5,0,5,11,3
5,1,3,1,,0,0,,4,12,3,1,3,4,0,4,4,0
0,3.7142857143,15,0.8571428571,,0,0,,3,105,30,0,0,7,0,5,13,0
0,1,3.5,1,,0,0,,1,7,4,2,0,2,0,2,4,0
0,2,7.5,1.25,,0,0,,3,30,11,1,0,4,0,4,6,0
3,2.6,13.8666666667,1,,2,0,,1,208,41,19,0,15,4,10,69,2
2,1.25,5,0.75,,1,0,,1,20,7,4,0,4,0,0,15,1
0,1,3,0.5,,0,1,,2,6,3,1,0,2,0,2,2,0
0,1,3,0.5,,0,1,,2,6,3,1,0,2,0,2,2,0
1,3.1818181818,12.2727272727,0.4545454545,,2,1,,2,135,35,5,0,11,0,8,57,4
4,3.0833333333,12.4166666667,1.3333333333,,0,0,,3,149,37,6,0,12,0,7,42,0
1,1,1,3,,0,0,,1,1,1,0,0,1,0,0,1,0
2,1,1,0,,0,0,,4,4,1,0,1,4,0,3,4,0
1,1.6,5.6,0.8,,2,2,,5,28,14,0,0,5,0,5,7,10
0,1,3.5,0.1666666667,,0,1,,1,21,6,1,0,6,0,6,13,0
2,1.1538461538,5,0.5384615385,,0,1,,1,65,12,3,1,13,0,9,36,0
2,1,1,0,,0,0,,2,2,1,0,2,2,0,1,2,0
1,1.75,7.25,1,,0,1,,1,29,10,3,0,4,0,4,9,0
0,1.4285714286,4.7142857143,1,,0,1,,2,33,8,3,0,7,0,5,17,0
0,3.3333333333,14.6666666667,1.8333333333,,0,0,,4,88,48,1,0,6,0,5,9,0
0,6.6666666667,27,1,,1,0,,3,81,29,5,0,3,0,3,9,3
12,2.05,7.95,0.8,,3,0,,3,159,23,5,0,20,1,18,76,9
0,2,8.5,0.25,,2,1,,1,34,20,4,0,4,0,3,19,2
0,1.5,6.5,0.5,,2,1,,1,26,11,5,0,4,0,2,22,2
1,1,3.25,0,,1,0,,2,13,4,2,0,4,0,4,9,2
2,4.1904761905,18.9047619048,1,,6,0,,2,397,240,21,0,21,1,18,106,12
0,5.2307692308,32,1.1538461538,,0,0,,3,416,94,9,0,13,0,3,34,0
2,2.125,10.625,0.5,,0,0,,1,85,29,6,0,8,0,7,25,0
1,2.5,11.5,1,,1,0,,1,23,20,1,0,2,0,2,6,1
0,4.6666666667,19,1,,0,0,,3,57,51,0,0,3,0,2,3,0
0,4.7777777778,20.4444444444,2.2222222222,,2,0,,2,184,48,2,0,9,0,7,31,4
3,2.5714285714,19.7142857143,1.1428571429,,1,1,,3,276,123,10,0,14,0,11,44,3
0,8.1818181818,34.7272727273,2.5454545455,,1,0,,3,382,135,2,0,11,0,11,26,3
2,1,1,1,,0,0,,1,1,1,0,1,1,0,1,1,0
1,1,3.25,0,,0,0,,1,13,4,2,0,4,0,0,9,0
0,1.2666666667,4.2666666667,0.8,,1,1,,2,128,18,3,0,30,0,28,65,2
2,4.3333333333,20,0.3333333333,,1,0,,1,60,28,4,0,3,0,2,13,1
2,1.3571428571,4.5,0.6428571429,,1,2,,3,63,15,7,0,14,0,12,39,3
1,1.8333333333,8.8333333333,0.6666666667,,0,1,,1,53,18,2,0,6,0,6,12,0
26,3.28125,16.71875,1.125,,3,1,,3,535,73,9,11,32,0,30,102,9
1,2.6666666667,15,1.6666666667,,2,1,,2,90,41,1,0,6,0,6,21,4
1,1,7,3,,0,0,,1,7,7,3,0,1,3,1,4,0
10,1,3,0.5,,0,1,,3,18,3,5,4,6,0,6,12,0
8,2.6153846154,14.4230769231,0.8076923077,,3,0,,3,375,56,15,0,26,0,24,87,9
0,1.8,26.8,1,,4,1,,1,134,89,4,0,5,0,4,31,4
0,5.0909090909,30.9090909091,1.7272727273,,7,1,,2,340,99,6,0,11,0,6,56,14
0,2.5,11.25,1.25,,3,1,,1,45,32,3,0,4,0,4,18,3
7,1,1,3,,0,0,,1,1,1,1,3,1,0,1,1,0
0,1.6666666667,10.8333333333,0.5,,1,2,,1,65,18,4,0,6,0,6,23,1
1,1.8181818182,7,0.3636363636,,1,2,,4,77,19,5,0,11,0,9,31,4
0,1.5,6,0,,1,2,,2,12,9,1,0,2,0,2,6,2
6,4.04,16.68,1.52,,3,1,,8,417,45,10,0,25,0,22,93,24
0,1,1,2.4,,0,0,,20,20,1,23,0,20,23,20,20,0
1,1,1,1.8,,0,0,,5,5,1,0,1,5,0,5,5,0
25,1.552,4.048,0.416,,5,0,,32,506,76,51,3,125,0,114,324,160
21,1,1,0,,0,0,,2,2,1,0,4,2,0,2,2,0
6,1,3,0.3333333333,,0,0,,2,9,3,2,3,3,0,1,6,0
7,2.3188405797,9.1594202899,0.5072463768,,9,1,,9,632,188,34,0,69,0,61,253,81
0,12,75,0,,6,1,,1,75,75,1,0,1,0,1,16,6
0,8,34,0,,2,0,,1,34,34,0,0,1,0,1,5,2
3,5.4444444444,25.1111111111,0.7777777778,,5,0,,1,226,92,11,0,9,2,5,83,5
1,0,0,0,,0,0,,0,0,0,8,0,0,8,0,0,0
1,7.5,43.8333333333,0.3333333333,,7,0,,1,263,154,7,0,6,0,4,73,7
3,1,1,2,,0,1,,1,1,1,0,0,1,0,1,1,0
0,4,19.5,0.5,,4,0,,1,39,36,1,0,2,0,2,13,4
0,3.5,15,1,,3,0,,1,30,25,2,0,2,0,2,12,3
0,1.5,8,1,,2,0,,1,16,11,2,0,2,0,2,9,2
0,1,3.5,0.5,,0,1,,1,7,4,1,0,2,0,1,4,0
0,1,3.1666666667,1.5,,0,1,,6,19,4,0,0,6,0,6,6,0
3,2.3181818182,9.8636363636,0.3181818182,,8,1,,11,217,44,5,0,22,0,17,90,88
9,1,1,1,,0,1,,3,3,1,0,7,3,0,3,3,0
0,7,32,0,,2,0,,1,32,32,0,0,1,0,1,5,2
0,11,69,0,,6,1,,1,69,69,0,0,1,0,1,17,6
0,6,26.6666666667,1,,6,0,,1,80,72,2,0,3,0,3,27,6
0,1,3.5,0.5,,0,1,,1,7,4,1,0,2,0,1,4,0
0,1,3,0.8,,0,1,,5,15,3,0,0,5,0,5,5,0
0,1,3.6666666667,2.2222222222,,0,1,,1,33,5,2,0,9,0,9,19,0
0,4,26.7777777778,1.4074074074,,3,1,,3,723,122,16,0,27,1,11,131,9
0,3.9,17.9,0.4,,4,1,,2,179,51,6,0,10,0,6,45,8
1,1,3,0.5,,0,1,,1,6,3,1,0,2,0,1,4,0
0,1.25,4.5,2.125,,0,1,,1,36,8,2,0,8,0,8,18,0
3,6.8,26.6,1.4,,3,0,,2,133,60,5,0,5,0,5,31,6
1,5.4444444444,19.4444444444,1.1111111111,,5,0,,1,175,69,4,0,9,0,9,44,5
2,3,7,0,,2,0,,1,7,7,1,0,1,0,1,4,2
12,1.1304347826,3.6086956522,0.6086956522,,2,1,,7,83,8,5,1,23,0,23,49,14
5,2.085106383,7.8723404255,0.4893617021,,13,1,,11,370,48,23,0,47,2,37,199,143
0,13,83,0,,5,1,,1,83,83,0,0,1,0,1,17,5
1,2.8,11,1.2,,5,0,,2,55,41,3,0,5,0,5,24,10
4,7,30.125,1.25,,9,0,,1,482,108,6,0,16,0,10,135,9
7,1.3461538462,2.7692307692,0.8461538462,,0,1,,6,72,32,7,0,26,0,23,55,0
0,1.25,3,1.25,,0,1,,2,12,9,2,0,4,0,4,8,0
1,1,1,1,,0,1,,5,5,1,0,0,5,0,5,5,0
1,7.5,31.75,1.5,,7,0,,1,127,100,2,0,4,0,3,40,7
1,0,0,0,,0,0,,0,0,0,5,0,0,5,0,0,0
7,3.3,10.55,1.15,,2,0,,4,211,47,11,0,20,0,19,69,8
2,3.4583333333,15.75,0.75,,3,2,,3,378,62,8,0,24,0,20,119,9
3,1,1,0.6666666667,,0,0,,3,3,1,0,1,3,0,3,3,0
5,1,1,1.6,,0,0,,5,5,1,0,2,5,0,4,5,0
7,1.2708333333,3.7083333333,0.5208333333,,0,0,,11,178,25,22,0,48,1,48,112,0
0,1,1.1379310345,0.4827586207,,0,0,,29,33,3,15,0,29,0,29,29,0
3,2,6.2857142857,0.7142857143,,1,0,,6,44,25,3,1,7,0,7,15,6
1,1,1,0,,0,0,,1,1,1,0,1,1,0,1,1,0
4,1,1,0.2,,0,0,,5,5,1,6,1,5,6,5,5,0
0,1,4,2,,0,0,,1,4,4,2,0,1,2,1,1,0
2,1,1,0.25,,0,0,,4,4,1,0,1,4,0,4,4,0
1,4.0454545455,20.2272727273,0.8181818182,,0,1,,2,445,94,10,0,22,0,20,94,0
0,1.875,6.75,0.375,,0,1,,1,54,10,3,0,8,0,8,22,0
6,1,1,0.2857142857,,0,0,,7,7,1,0,2,7,0,6,7,0
0,1.5,5.5,0.5,,0,0,,2,11,8,0,0,2,0,1,2,0
1,1,3.25,0.75,,0,1,,4,13,4,0,0,4,0,4,4,0
0,4.3,26.6,1,,3,1,,2,266,112,6,0,10,0,7,38,6
0,2,7.4444444444,0.3333333333,,1,1,,1,67,15,3,0,9,0,8,26,1
2,1.2,4.2,0.2,,1,0,,1,42,8,5,0,10,0,10,32,1
0,1.3333333333,5.3333333333,0.6666666667,,1,1,,3,16,10,1,0,3,0,1,7,3
1,1,1,0.6,,0,1,,5,5,1,0,1,5,0,5,5,0
3,1.8181818182,5.9090909091,1,,1,1,,5,65,12,3,0,11,0,11,23,5
1,1,4,2.3333333333,,0,0,,1,12,5,1,0,3,0,3,6,0
0,1,6.5,2,,0,1,,1,13,7,5,0,2,0,2,11,0
3,2,9.9230769231,2.3846153846,,4,0,,6,129,37,6,0,13,0,10,32,24
0,1,4,2,,0,1,,1,4,4,0,0,1,0,1,1,0
2,1,3.3333333333,0.6666666667,,0,0,,1,10,4,2,0,3,0,3,7,0
0,3.6666666667,19.3333333333,2,,2,1,,1,58,24,3,0,3,0,3,22,2
1,1.8333333333,8,2.1666666667,,1,1,,3,48,21,4,0,6,0,5,13,3
0,1,6,8,,0,0,,1,6,6,0,0,1,0,1,1,0
0,2.8,13.2,4.8,,0,1,,5,66,25,7,0,5,0,4,5,0
0,1,5,7,,0,0,,1,5,5,0,0,1,0,1,1,0
0,1,5,7,,0,0,,1,5,5,0,0,1,0,1,1,0
0,1,5,7,,0,0,,1,5,5,0,0,1,0,1,1,0
3,3.4166666667,12.6666666667,1.8333333333,,1,0,,1,152,37,9,0,12,0,9,35,1
0,17.5,77.5,2.5,,2,0,,2,155,99,10,0,2,0,2,5,4
2,2.3333333333,11.7777777778,1.2222222222,,2,2,,3,106,28,9,0,9,0,7,38,6
0,2.6666666667,14.6666666667,1,,1,0,,1,44,24,4,0,3,0,3,10,1
0,7.75,36.5,1.5,,0,1,,2,146,74,3,0,4,0,1,12,0
0,6.5,33,1.5,,0,1,,2,132,68,3,0,4,0,1,12,0
0,7.3333333333,23.6666666667,0.6666666667,,0,0,,3,71,51,0,0,3,0,0,3,0
0,2,6,0.5,,0,0,,2,12,9,0,0,2,0,1,2,0
0,4.625,25.375,1.375,,0,0,,7,203,64,4,0,8,3,7,12,0
0,1.5,4.7,0.5,,0,1,,5,47,11,7,0,10,0,10,25,0
1,1,4,0.75,,0,1,,12,48,6,0,1,12,0,12,12,0
1,4.7894736842,23.7368421053,0.4210526316,,2,0,,1,451,86,22,0,19,0,2,142,2
2,2.4166666667,10.5833333333,0.75,,1,0,,1,127,56,7,0,12,0,8,39,1
1,1,3,0.5,,0,1,,1,6,3,2,0,2,0,2,4,0
0,1,3,0.5,,0,1,,1,6,3,1,0,2,0,2,4,0
2,2,15,1.3333333333,,1,1,,1,45,28,4,0,3,0,2,15,1
0,1.75,9.25,1,,4,1,,2,37,24,3,0,4,0,3,16,8
0,1,3.6666666667,1,,2,1,,1,11,5,2,0,3,0,2,9,2
2,1.7916666667,8.7916666667,1.125,,1,1,,15,211,65,7,0,24,0,22,47,15
0,3,13,2,,1,1,,1,13,13,0,0,1,0,1,3,1
0,4.6,33.6,1.6,,1,1,,2,168,74,4,0,5,0,0,12,2
4,1.696969697,6.7575757576,0.3636363636,,1,1,,21,223,45,6,0,33,0,23,56,21
5,1,1,0.9166666667,,0,0,,12,12,1,43,1,12,43,12,12,0
6,1,1,0.7,,0,0,,10,10,1,0,1,10,0,10,10,0
2,1,1,0.2857142857,,0,0,,7,7,1,0,1,7,0,7,7,0
0,1,1,1,,0,0,,1,1,1,0,0,1,0,1,1,0
3,1,1,1,,0,0,,2,2,1,0,2,2,0,2,2,0
2,1,1,0.1666666667,,0,1,,6,6,1,0,1,6,0,6,6,0
0,1,1,2.5,,0,0,,4,4,1,0,0,4,0,3,4,0
0,1,3,1,,0,0,,4,12,3,0,0,4,0,4,4,0
14,1,1,0.5,,0,0,,2,2,1,3,6,2,3,2,2,0
0,3.4,14.5,0.7,,3,1,,3,145,45,4,0,10,1,6,35,9
3,2.2307692308,7.2307692308,0.6923076923,,2,1,,5,94,29,5,0,13,0,12,28,10
9,1.6428571429,5.7857142857,0.6428571429,,4,1,,8,162,60,14,0,28,3,19,72,32
6,1.125,3.625,0.75,,0,0,,1,29,6,3,0,8,0,8,20,0
4,1,3.8,0.4,,0,2,,1,38,10,5,0,10,0,7,24,0
0,2.75,26,1,,4,2,,3,104,51,1,0,4,0,3,26,12
0,2,22.25,1,,4,2,,3,89,53,1,0,4,0,3,18,12
0,1.6666666667,15.6666666667,0.6666666667,,2,2,,6,94,54,1,0,6,0,5,10,12
0,3,27.5,1,,5,2,,3,110,55,1,0,4,0,3,24,15
0,3,27.75,1,,5,2,,3,111,56,1,0,4,0,3,24,15
0,4,30.5,1,,5,2,,3,122,56,3,0,4,0,3,29,15
12,2.5294117647,12.9411764706,0.6470588235,,4,1,,6,220,58,18,6,17,0,10,54,24
0,6,16,3,,0,0,,1,16,16,0,0,1,0,1,1,0
6,1.2272727273,4,0.8636363636,,2,1,,7,88,8,5,0,22,0,18,45,14
1,1.625,5.375,0.875,,2,1,,6,43,10,7,0,8,0,8,21,12
1,4,23,0,,3,0,,2,46,43,1,0,2,1,2,8,6
0,1.0714285714,4.3571428571,0.4285714286,,0,0,,1,61,12,5,0,14,0,14,41,0
1,1.375,5.5,0.875,,3,1,,6,44,17,6,0,8,0,8,22,18
0,2.5,11.5,0,,3,0,,2,23,20,0,0,2,0,2,9,6
0,11.6666666667,57,2.6666666667,,0,1,,1,171,138,1,0,3,0,2,7,0
18,4.2666666667,17.9111111111,0.8222222222,,5,0,,36,806,86,16,0,45,2,24,128,180
0,2.125,7.875,0.625,,0,1,,8,63,23,7,0,8,0,8,8,0
1,3,9,0.5,,2,1,,4,36,20,3,0,4,0,3,13,8
0,1.0833333333,3.475,0.4416666667,,1,2,,7,417,21,11,0,120,7,120,357,7
1,1.8888888889,6.6666666667,0.5555555556,,2,2,,5,60,14,2,1,9,0,7,24,10
0,12.5,60.1666666667,2,,1,1,,1,361,279,51,0,6,2,5,114,1
39,1.204379562,3.8394160584,0.4452554745,,2,1,,9,526,16,3,1,137,0,135,399,18
0,1.7555555556,6.9111111111,0.7111111111,,1,2,,43,311,37,10,0,45,0,43,59,43
14,1.375,4.75,2.125,,1,2,,3,38,17,13,4,8,0,5,19,3
7,1.9,7.8,2.7,,2,3,,6,78,33,3,3,10,0,4,30,12
0,5.5,26.5,2.5,,3,1,,1,53,49,3,0,2,0,2,15,3
0,10.3333333333,33.6666666667,2.6666666667,,4,2,,1,101,56,7,0,3,0,3,25,4
0,1.6666666667,5.6666666667,2,,1,3,,2,17,11,2,0,3,0,3,7,2
0,1.375,5.5,2.125,,2,4,,2,44,17,0,0,8,0,4,16,4
2,2.1428571429,7.7857142857,1.6428571429,,5,4,,3,109,18,4,1,14,0,10,46,15
2,1.1578947368,6.0526315789,0.4736842105,,0,0,,3,115,29,14,0,19,0,19,66,0
0,2,8.619047619,1.2857142857,,6,5,,2,181,26,11,0,21,3,15,77,12
1,1,1,0,,0,0,,1,1,1,0,1,1,0,1,1,0
3,2.1875,8.625,1.3125,,5,4,,1,138,19,12,1,16,0,15,61,5
1,2.3333333333,11.3333333333,0.6666666667,,2,0,,2,34,27,1,0,3,0,3,11,4
3,2.1111111111,9.1666666667,1.2777777778,,2,3,,12,165,44,10,1,18,0,13,41,24
0,2.5,10,2.5,,0,1,,1,20,16,2,0,2,0,2,6,0
0,3,9.6666666667,2.3333333333,,0,3,,1,29,15,2,0,3,0,3,7,0
32,1.2142857143,3.5,1.2142857143,,1,1,,7,49,8,12,7,14,9,14,27,7
3,1.5660377358,5.7169811321,0.4716981132,,0,1,,53,303,38,12,2,53,0,52,53,0
37,1,1,0.4752475248,,0,0,,101,101,1,1,3,101,1,101,101,0
7,2.8378378378,10.0810810811,0.4324324324,,4,0,,5,373,60,23,0,37,6,33,157,20
0,1,2.875,2,,0,1,,8,23,3,1,0,8,0,8,8,0
3,1.1619047619,3.9428571429,0.4761904762,,1,1,,42,414,32,53,1,105,1,104,222,42
2,1.5714285714,5.1428571429,0.7142857143,,2,1,,3,36,16,4,0,7,0,7,17,6
5,2.4615384615,6.5384615385,0.8461538462,,0,1,,1,85,9,3,0,13,0,13,28,0
0,1,5,1,,0,0,,1,10,5,2,0,2,2,2,4,0
0,2.3846153846,7.5384615385,0.9230769231,,3,2,,1,98,46,2,0,13,0,12,52,3
0,2.75,9.5,1.75,,0,2,,3,38,27,0,0,4,0,4,5,0
1,1,1,2,,0,0,,1,1,1,0,0,1,0,1,1,0
0,1,3,0.5,,1,3,,2,6,3,0,0,2,0,2,3,2
0,9,100,1,,2,0,,1,100,100,0,0,1,0,1,9,2
0,1.25,4.125,2.125,,0,4,,6,33,11,1,0,8,1,4,11,0
0,1,3.75,1.25,,1,2,,4,15,4,3,0,4,3,4,8,4
0,1.6,17.4,0.2,,5,2,,5,87,33,0,0,5,0,5,62,25
