"acc","accm","amloc","anpm","anpm_kurtosis","cbo","dit","dit_kurtosis","lcom4","loc","mmloc","noa","noc","nom","npa","npm","rfc","sc"
0,2,8,0.5,,0,0,,1,16,13,1,0,2,0,2,4,0
0,4,29,0,,1,2,,1,58,36,0,0,2,0,1,6,1
0,1,5,2,,0,1,,1,5,5,2,0,1,0,0,2,0
0,1,3,0,,0,1,,1,3,3,0,0,1,0,1,1,0
0,2.6666666667,47,0.6666666667,,2,2,,1,141,53,0,0,3,0,2,13,2
1,1.3333333333,4.6666666667,0.6666666667,,0,1,,1,14,8,2,0,3,0,3,7,0
0,1.5,22.25,0.375,,1,1,,1,178,55,2,0,8,0,4,18,1
0,1,17,0,,1,2,,1,17,17,0,0,1,0,1,4,1
0,4,18,2,,0,1,,1,18,18,1,0,1,0,0,1,0
0,1,27,0,,1,2,,2,54,28,0,0,2,0,2,8,2
0,1.8571428571,29.8571428571,0.8571428571,,2,2,,2,209,88,2,0,7,0,1,20,4
0,5.1666666667,33.6666666667,0.8333333333,,4,2,,4,202,69,1,0,6,1,5,23,16
0,2.5,7.5,0.25,,0,1,,1,30,17,5,0,4,0,4,15,0
0,2,43,2,,1,2,,1,43,43,2,0,1,1,0,2,1
1,1,40,2,,1,2,,1,40,40,3,0,1,2,0,2,1
1,1.75,8.25,0.5,,0,1,,3,33,22,1,0,4,0,4,6,0
2,2,11.3333333333,0.6666666667,,0,1,,2,34,26,4,0,3,1,3,8,0
0,2,44.4,0.6,,3,2,,3,222,80,0,0,5,0,5,34,9
0,1,3,0.5,,1,1,,2,6,3,0,0,2,0,2,4,2
0,1,34.3333333333,1,,2,2,,1,103,60,0,0,3,0,3,13,2
0,4,27.5,0.5,,1,0,,1,55,49,0,0,2,0,2,4,1
1,1.5,6.5,0.25,,0,0,,1,26,17,4,0,4,0,4,11,0
3,1,1,0,,0,0,,3,3,1,0,1,3,0,2,3,0
0,1,3.3333333333,1.3333333333,,0,1,,3,10,4,0,0,3,0,3,3,0
0,1,6,2,,0,1,,1,6,6,1,0,1,0,1,1,0
0,1.2,4.4,0.8,,0,1,,3,22,8,2,0,5,0,5,8,0
114,1.4,6.8,0.2,,0,0,,2,34,18,3,3,5,0,5,11,0
0,1,6,2,,0,1,,1,6,6,1,0,1,0,1,1,0
0,1,4,1.3333333333,,0,1,,3,12,6,1,0,3,0,3,3,0
0,1,6,2,,0,1,,1,6,6,1,0,1,0,1,1,0
47,1.5,6.25,0.375,,0,0,,4,250,34,40,19,40,12,36,132,0
0,1.1111111111,10.1111111111,0.6666666667,,1,2,,2,91,18,0,0,9,0,6,27,2
0,1,4.5,1.5,,0,1,,1,9,6,1,0,2,0,2,4,0
0,1,5,2,,0,1,,1,5,5,1,0,1,0,0,1,0
0,1.2,24.7,0.1,,0,0,,1,247,53,0,0,10,0,9,19,0
0,1,4,2,,0,1,,1,4,4,0,0,1,0,1,1,0
0,1,1.2727272727,0.4545454545,,0,1,,11,14,3,0,0,11,0,11,11,0
2,1,7,2,,0,1,,1,7,7,1,2,1,0,0,1,0
0,1,3.4,0.4,,0,1,,1,17,5,2,0,5,0,0,10,0
0,1,12,0,,1,2,,2,24,14,0,0,2,0,2,6,2
0,1,4,2,,0,1,,1,4,4,0,0,1,0,1,1,0
0,1,3,1,,0,1,,2,6,3,1,0,2,0,2,3,0
0,1,3.5,1,,0,1,,2,7,4,0,0,2,0,2,2,0
0,1,3,1,,0,1,,2,6,3,1,0,2,0,2,3,0
0,1.1,18.2,0,,3,2,,10,182,31,0,0,10,0,10,43,30
0,1,4,2,,0,1,,1,4,4,1,0,1,0,1,1,0
0,1,6,2,,0,1,,1,6,6,1,0,1,0,1,1,0
0,2,15,2,,0,1,,1,15,15,2,0,1,0,1,2,0
0,8,40,2,,0,1,,1,40,40,1,0,1,0,1,1,0
1,1,4,0.6666666667,,0,1,,2,12,5,2,0,3,0,2,5,0
7,1.2,4.2,1.2,,0,1,,2,21,8,2,0,5,0,2,10,0
0,1,18.5,0,,1,2,,2,37,22,0,0,2,0,2,8,2
0,3,12,1.5,,0,1,,1,24,21,2,0,2,0,1,4,0
0,1.4,9.6,0.4,,0,0,,1,96,35,4,0,10,0,9,26,0
186,3.1875,17.625,2.4375,,2,1,,5,282,79,3,82,16,1,15,35,10
0,1,5,2,,0,1,,1,5,5,2,0,1,1,0,2,0
0,5,20,0,,0,1,,1,20,20,0,0,1,0,1,1,0
0,18.5,99,0.5,,0,0,,2,198,169,0,0,2,0,2,2,0
1,2.8888888889,10.6111111111,1,,1,0,,1,191,25,9,0,18,0,15,63,1
1,3,17.6666666667,0.3333333333,,1,0,,1,106,30,6,0,6,5,6,31,1
0,4.1666666667,18.1666666667,2,,0,1,,2,109,53,8,0,6,0,6,32,0
0,1.5,8,0.5,,0,0,,1,16,13,1,0,2,0,2,4,0
0,1.5,6,0.5,,0,0,,1,12,9,1,0,2,0,2,4,0
0,8.25,39.75,1.25,,0,0,,1,159,139,2,0,4,0,4,9,0
0,3.9230769231,18.6923076923,1.3846153846,,1,1,,2,243,73,22,0,13,19,12,68,2
1,1.2,55.6,0.4,,0,1,,3,278,263,3,0,5,2,4,9,0
0,1.5,8,0.5,,0,0,,1,16,13,1,0,2,0,2,4,0
0,1.5,6,0.5,,0,0,,1,12,9,1,0,2,0,2,4,0
1,1.1428571429,7.7142857143,1.2857142857,,1,1,,3,54,20,2,0,7,0,7,16,3
0,1.5,8.5,0.5,,0,0,,1,17,14,1,0,2,0,2,4,0
0,1.5,5.5,0.5,,0,0,,1,11,8,1,0,2,0,2,4,0
1,5.1666666667,37.8333333333,2.1666666667,,0,1,,1,227,72,12,0,6,1,5,31,0
0,3.5,10,3,,1,1,,2,20,17,1,0,2,0,2,3,2
1,1.5714285714,8.7142857143,1,,0,1,,2,61,16,1,0,7,0,5,13,0
0,1.5,6.5,0.5,,1,0,,1,13,10,1,0,2,0,2,5,1
0,3.25,12.25,0,,1,0,,1,49,23,3,0,4,0,4,12,1
1,2.3333333333,7.6666666667,1,,0,1,,1,23,10,2,0,3,2,3,8,0
0,1,3.5,0.125,,0,0,,1,28,7,0,0,8,0,7,15,0
0,4.5,21.5,0,,0,0,,1,86,32,3,0,4,0,4,15,0
0,3.8,18.4,0.2,,0,0,,2,92,37,6,0,5,0,5,18,0
0,1.3333333333,4.6666666667,1.6666666667,,0,1,,3,14,8,4,0,3,0,3,6,0
0,2,15,3,,0,1,,1,15,15,2,0,1,0,1,3,0
0,1.6666666667,14.5,0,,1,0,,1,87,19,6,0,6,0,6,37,1
1,2.3333333333,7.6666666667,1,,0,1,,1,23,10,2,0,3,2,3,8,0
1,3.6666666667,18.6666666667,0,,1,0,,1,56,37,3,0,3,0,3,10,1
1,2.2,14,1.6,,1,1,,1,70,27,2,0,5,2,3,15,1
0,2.5,12,0,,0,0,,1,48,19,1,0,4,0,4,8,0
0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0
0,2.5,10.375,0.25,,1,1,,1,83,30,3,0,8,0,6,25,1
0,2,8,0,,0,1,,1,8,8,3,0,1,0,1,3,0
0,1,3.2,1,,1,1,,2,16,4,2,0,5,0,5,11,2
0,2.8571428571,15.7142857143,0,,0,0,,1,110,60,2,0,7,0,7,15,0
0,1,5.5,0,,0,0,,2,11,7,0,0,2,0,2,2,0
0,1,13.4,0.4,,0,0,,1,67,24,6,0,5,0,5,21,0
0,2.2857142857,12.8571428571,0,,0,0,,5,90,26,5,0,7,0,7,16,0
0,2,7,2,,0,1,,2,14,11,1,0,2,0,2,2,0
0,1.5,8,0.5,,0,1,,1,16,11,5,0,2,4,2,8,0
0,2.375,13.25,0.25,,1,0,,3,106,40,5,0,8,0,8,29,3
1,2.3333333333,8.6666666667,1.3333333333,,1,1,,3,26,20,3,0,3,0,3,4,3
1,1.8,6.4,0.8,,0,1,,4,32,17,6,0,5,5,5,13,0
0,1.6666666667,9.3333333333,0,,1,0,,1,28,15,4,0,3,0,3,14,1
1,2.3333333333,8.6666666667,1.6666666667,,1,1,,2,26,18,2,0,3,0,3,9,2
1,1.5,8.5,1,,0,1,,1,17,12,6,0,2,5,2,10,0
0,2.8888888889,16.2222222222,0.2222222222,,1,0,,3,146,40,5,0,9,0,9,39,3
1,2.3333333333,8.6666666667,1.3333333333,,1,1,,3,26,20,3,0,3,0,3,4,3
1,1.8,6.4,0.8,,0,1,,4,32,17,6,0,5,5,5,13,0
0,2,12.5,0.3333333333,,0,0,,1,75,41,4,0,6,0,6,19,0
1,4,28,1,,0,0,,1,28,28,8,0,1,0,1,9,0
0,2,8.5,1,,1,1,,2,17,13,1,0,2,0,2,9,2
0,9,78,1,,0,0,,1,78,78,0,0,1,0,1,1,0
0,9,76,1,,0,0,,1,76,76,0,0,1,0,1,1,0
0,5,25.5,3,,0,0,,1,51,43,8,0,2,0,1,16,0
0,5,42,1,,0,0,,1,42,42,0,0,1,0,1,1,0
0,6.5,31,3,,0,0,,1,62,54,8,0,2,0,1,16,0
1,6,27,3,,1,0,,1,54,46,8,0,2,0,1,17,1
1,2.5,8,2,,1,0,,1,16,13,3,0,2,0,2,7,1
0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
0,2,8.5,0.5,,0,0,,2,17,14,0,0,2,0,1,2,0
0,1,15.3333333333,0.3333333333,,0,0,,1,138,18,16,0,9,0,7,125,0
0,1,9,0,,0,0,,1,9,9,0,0,1,0,1,1,0
0,1,3,0,,0,0,,1,3,3,0,0,1,0,1,1,0
0,1,9.5,0,,1,0,,2,19,10,0,0,2,0,2,4,2
0,1.6666666667,6,0,,0,0,,2,18,12,2,0,3,0,3,6,0
0,1.3333333333,4.6666666667,0,,0,0,,2,14,8,2,0,3,0,3,6,0
0,1.3333333333,4.6666666667,0,,0,0,,2,14,8,2,0,3,0,3,6,0
0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0
0,1.3333333333,5,0,,0,0,,2,15,9,1,0,3,0,3,5,0
0,0,0,0,,0,0,,0,0,0,2,0,0,2,0,0,0
8,2,9,1,,0,0,,1,9,9,1,4,1,0,0,2,0
0,2,10.25,0,,1,1,,2,41,24,6,0,4,0,3,14,2
0,1.5,8.75,0,,1,1,,2,35,21,6,0,4,0,3,15,2
0,1.5,8.5,0,,1,1,,2,34,19,1,0,4,0,3,9,2
0,0,0,0,,0,0,,0,0,0,6,0,0,6,0,0,0
0,1.5,8.5,0,,1,1,,2,34,19,1,0,4,0,3,9,2
0,0,0,0,,0,0,,0,0,0,6,0,0,6,0,0,0
1,3.5,13.5,2.5,,0,0,,1,27,20,0,0,2,0,1,3,0
0,1.5,4.5,1,,0,0,,1,9,5,2,0,2,0,2,6,0
0,3.8571428571,24.8571428571,1.2857142857,,0,0,,3,174,50,0,0,7,0,3,11,0
0,1.5,4.5,1,,0,0,,1,9,5,2,0,2,0,2,6,0
0,1.5,5,1,,0,0,,1,10,6,2,0,2,0,2,6,0
0,1.5,4.5,0.5,,0,0,,1,9,5,3,0,2,0,1,7,0
0,3,10.5,0.5,,0,0,,1,21,13,3,0,2,0,1,7,0
0,2,30.5,1,,0,0,,1,61,58,0,0,2,0,1,3,0
4,1.3333333333,6.5,1.6666666667,,1,1,,5,39,19,2,1,6,0,6,12,5
1,1,3.4,0.6,,0,0,,1,17,5,3,0,5,0,5,14,0
0,1,17.6666666667,0,,1,2,,3,53,18,0,0,3,0,3,12,3
0,1,6,2,,0,1,,1,6,6,2,0,1,0,0,2,0
0,1.5,5,1.5,,0,1,,1,10,7,2,0,2,0,0,4,0
0,1.1111111111,33.6666666667,0.1111111111,,1,0,,16,606,63,0,0,18,0,17,54,16
1,1,3.6666666667,0.3333333333,,0,1,,1,22,7,5,0,6,0,6,16,0
0,1,3,1.5,,0,1,,2,6,3,0,0,2,0,2,2,0
11,1.5,7.1764705882,0,,0,0,,1,244,15,1,5,34,0,32,96,0
4,1,4.6666666667,0,,1,1,,4,28,7,0,2,6,0,6,13,4
2,1,5,0,,0,1,,2,15,9,0,2,3,0,2,4,0
0,1,9,0,,0,2,,1,9,9,0,0,1,0,1,1,0
0,1,5,0,,1,2,,2,15,9,0,0,3,0,2,5,2
0,1,10.6666666667,0,,0,2,,2,32,26,0,0,3,0,2,4,0
0,1,3.12,0.64,,0,1,,24,78,4,0,0,25,0,25,26,0
1,1,10.6666666667,0,,0,1,,2,32,26,0,1,3,0,2,4,0
0,1,3,0,,0,2,,1,3,3,0,0,1,0,1,1,0
0,1,4.6666666667,0,,0,1,,3,14,8,0,0,3,0,2,3,0
0,1,4.6666666667,0,,0,1,,3,14,8,0,0,3,0,2,3,0
0,1,4.6666666667,0,,1,2,,3,14,8,0,0,3,0,2,4,3
1,1.5,16,0.7,,1,0,,2,160,46,5,0,10,0,8,28,2
0,2,23,1.1666666667,,3,2,,2,138,39,0,0,6,0,1,21,6
2,1.2857142857,6.7142857143,0.2857142857,,0,0,,3,47,12,0,0,7,0,7,11,0
0,1.2307692308,13.3076923077,0.4615384615,,3,2,,3,173,66,1,0,13,0,12,46,9
1,2,12.3333333333,1.6666666667,,0,1,,1,37,26,2,0,3,0,1,6,0
0,1,3,0.5,,1,1,,2,6,3,0,0,2,0,2,5,2
0,1.1818181818,25.1818181818,0.0909090909,,2,2,,9,277,58,0,0,11,0,10,64,18
0,1.5,7,1.5,,0,1,,1,14,11,2,0,2,0,1,4,0
0,1,7,2,,0,1,,1,7,7,1,0,1,0,0,1,0
0,1,9,2,,0,1,,1,9,9,1,0,1,0,0,1,0
0,1,3,0.5,,1,1,,2,6,3,0,0,2,0,2,5,2
0,1,39,0,,0,0,,1,39,39,0,0,1,0,1,1,0
0,1.25,9.375,0.125,,4,2,,6,75,11,0,0,8,0,7,37,24
1,2.5,21,0,,2,1,,2,42,33,0,0,2,0,1,13,4
0,2,12,2,,0,1,,1,12,12,1,0,1,0,0,1,0
1,1.75,12.75,0.75,,2,1,,2,51,34,2,0,4,0,3,21,4
0,1.3333333333,6.6666666667,2,,0,1,,1,20,10,2,0,3,0,1,6,0
0,1.1666666667,13.1666666667,0.3333333333,,2,2,,1,79,45,1,0,6,0,4,17,2
0,1.5,7.5,1.5,,0,1,,1,15,12,2,0,2,0,1,4,0
1,1,3.3333333333,0.6666666667,,0,0,,1,10,4,2,0,3,0,3,7,0
0,2,10,1,,0,1,,1,10,10,0,0,1,0,1,1,0
1,2,12,1,,0,1,,1,12,12,2,0,1,0,1,3,0
0,2.3333333333,8,0.3333333333,,1,1,,3,24,17,1,0,3,0,3,6,3
0,1,4,0.5,,0,1,,2,8,4,0,0,2,0,2,2,0
0,1,3.5833333333,0,,0,0,,8,43,4,2,0,12,0,12,22,0
0,1.2,4.4666666667,0.0666666667,,0,0,,7,67,9,0,0,15,0,14,23,0
0,1.5,19,0.5,,1,0,,3,76,27,0,0,4,0,3,7,3
0,1.3,13.3,0.5,,0,0,,2,133,35,0,0,10,0,8,18,0
0,3,14,2,,0,1,,1,14,14,0,0,1,0,1,1,0
0,1,25.4,0.1333333333,,1,2,,1,381,99,0,0,15,0,14,71,1
5,1,3,0.5,,0,0,,4,24,3,4,1,8,0,8,16,0
1,1,3,0.5,,0,0,,1,6,3,1,0,2,0,2,4,0
1,0,0,0,,0,1,,0,0,0,0,1,0,0,0,0,0
0,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0
5,1,3,0.5,,0,0,,1,12,3,1,1,4,0,4,8,0
1,1,3,0.5,,0,1,,1,6,3,1,1,2,0,2,4,0
0,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0
0,1.5,5,2,,2,0,,4,20,11,0,0,4,0,4,11,8
0,1,3,0.5,,0,0,,1,6,3,1,0,2,1,2,4,0
0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
0,1,3,1,,0,0,,1,3,3,0,0,1,0,1,1,0
0,1,3,0,,0,0,,1,3,3,1,0,1,1,1,1,0
0,1.1388888889,10,0,,2,0,,35,360,42,4,0,36,0,36,46,70
0,1,22.625,0,,2,0,,8,181,27,0,0,8,0,8,13,16
0,1,3,1.6666666667,,0,0,,6,18,3,0,0,6,0,6,6,0
0,1,5,0,,0,0,,1,20,5,1,0,4,0,4,8,0
0,2,7,1,,0,0,,2,14,7,0,0,2,0,2,2,0
0,1.1851851852,4.7037037037,1.1111111111,,0,0,,1,127,11,1,0,27,0,21,76,0
0,1,13.1111111111,0.4444444444,,0,0,,2,118,38,0,0,9,0,7,16,0
0,3,14,2,,0,1,,1,14,14,0,0,1,0,1,1,0
0,1,14,0.1666666667,,1,2,,3,168,20,0,0,12,0,11,53,3
0,0,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0
0,1,3,1,,0,1,,1,3,3,0,0,1,0,1,1,0
0,1.1818181818,13,0.2727272727,,1,2,,5,143,32,0,0,11,0,9,35,5
0,1,4,0.3333333333,,1,1,,2,12,6,2,0,3,0,3,6,2
0,1,6,1,,0,1,,1,6,6,0,0,1,0,1,1,0
1,1,3,0.5,,0,0,,2,6,3,1,0,2,0,2,2,0
0,1,17.5,0,,1,2,,4,70,18,0,0,4,0,4,16,4
0,1.5,17.5,0,,1,2,,2,35,20,0,0,2,0,2,8,2
0,1,13,0,,1,2,,1,13,13,0,0,1,0,1,4,1
0,1,18.0714285714,0.1428571429,,1,2,,7,253,44,0,0,14,0,13,60,7
0,1,17.2857142857,0.2857142857,,1,2,,3,121,44,0,0,7,0,6,26,3
0,2,20,0,,1,2,,3,60,20,0,0,3,0,3,12,3
0,0,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0
0,0,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0
0,1,6,1,,0,1,,1,6,6,0,0,1,0,1,1,0
0,1,34,0,,1,2,,1,34,34,1,0,1,0,1,4,1
0,1,21.4,0,,1,2,,5,107,23,0,0,5,0,5,20,5
0,1.3333333333,4.6666666667,0.3333333333,,0,1,,1,14,8,2,0,3,0,3,6,0
0,1.2,6.8,0.6,,0,0,,1,34,18,0,0,5,0,3,9,0
0,6.6666666667,21.3333333333,0.3333333333,,0,0,,1,64,37,1,0,3,0,1,6,0
0,1,17.5,0,,1,2,,2,35,19,0,0,2,0,2,8,2
0,1,19,0,,1,2,,1,19,19,0,0,1,0,1,4,1
3,1,25,0,,1,2,,1,25,25,0,3,1,0,1,3,1
0,1,13,0,,1,3,,1,13,13,0,0,1,0,1,2,1
0,1,13.5,0,,1,3,,2,27,15,0,0,2,0,2,4,2
0,1,11,0,,1,3,,2,22,11,0,0,2,0,2,4,2
0,1,18.75,0,,0,0,,8,150,25,0,0,8,0,8,8,0
0,1,30,0,,0,0,,1,30,30,0,0,1,0,1,1,0
0,2,38,1,,0,0,,1,76,73,0,0,2,0,1,3,0
0,4,20,4,,0,1,,1,20,20,0,0,1,0,1,1,0
1,1,3,0.3333333333,,0,0,,2,9,3,1,0,3,0,3,5,0
0,1.2,17.3,0.2,,1,2,,6,173,34,0,0,10,0,9,32,6
0,3,19,2,,0,1,,1,19,19,1,0,1,0,0,1,0
0,3,18,2,,0,1,,1,18,18,1,0,1,0,0,1,0
0,2,15,2,,1,1,,1,15,15,1,0,1,0,0,2,1
0,3,22,2,,0,1,,1,22,22,3,0,1,2,0,3,0
0,2,20,2,,0,1,,1,20,20,2,0,1,1,0,2,0
0,1,18,0,,1,2,,4,72,23,0,0,4,0,4,15,4
0,0,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0
2,1,3,0,,0,0,,1,6,3,1,0,2,0,2,4,0
0,1.5,10,1,,1,1,,1,20,15,2,0,2,0,1,6,1
0,2,18,2,,1,1,,1,18,18,1,0,1,0,0,3,1
0,1,3,0.5,,0,0,,1,6,3,1,0,2,0,2,4,0
0,1.25,7,0.25,,0,0,,1,28,19,1,0,4,0,3,8,0
0,1,17.6,0,,0,0,,5,88,24,0,0,5,0,5,5,0
0,1,11,0,,0,0,,1,11,11,0,0,1,0,1,1,0
0,1,12,0,,0,0,,1,12,12,0,0,1,0,1,1,0
2,4,20,0,,0,0,,1,40,20,4,0,2,0,2,4,0
0,3,10,0,,1,0,,1,10,10,0,0,1,0,1,3,1
0,3,10,0,,1,0,,1,10,10,0,0,1,0,1,3,1
2,4,20,0,,0,0,,1,40,20,4,0,2,0,2,4,0
0,3,10,0,,1,0,,1,10,10,0,0,1,0,1,3,1
0,3,10,0,,1,0,,1,10,10,0,0,1,0,1,3,1
0,2.5,21.75,0,,0,0,,4,87,39,0,0,4,0,4,4,0
0,1.4,17,0,,0,0,,5,85,24,0,0,5,0,5,5,0
5,1,12,0.5,,1,2,,2,24,23,0,5,2,0,2,3,2
0,1.5,7,2,,0,1,,1,14,10,3,0,2,0,2,6,0
0,1,11,0,,0,0,,17,187,31,0,0,17,0,17,17,0
0,1.125,8.4375,0.0625,,0,0,,4,135,27,15,0,16,0,15,49,0
0,1,4.5,0.5,,0,0,,1,18,8,2,0,4,0,4,10,0
0,1,9.5,0.5,,1,3,,1,19,11,1,0,2,1,2,9,1
0,1,8,2,,0,1,,1,8,8,1,0,1,0,1,1,0
0,4.5,29.75,3.375,,0,0,,6,238,77,0,0,8,0,8,10,0
1,1,8,0,,1,2,,1,8,8,3,0,1,0,1,2,1
1,1,15.5,0,,3,1,,2,31,28,0,0,2,0,1,17,6
0,2,9,2,,0,1,,1,9,9,1,0,1,0,0,1,0
1,1,8,0,,1,2,,1,8,8,1,0,1,0,1,2,1
1,1,14,0,,3,1,,2,28,25,0,0,2,0,1,15,6
0,2,9,2,,0,1,,1,9,9,1,0,1,0,0,1,0
1,1,8,0,,1,2,,1,8,8,2,0,1,0,1,2,1
1,1,15.5,0,,3,1,,2,31,28,0,0,2,0,1,16,6
0,2,9,2,,0,1,,1,9,9,1,0,1,0,0,1,0
0,2,30,0,,1,3,,1,30,30,0,0,1,0,1,4,1
1,1,4,0,,1,2,,1,4,4,2,0,1,0,1,2,1
1,1,14,0,,3,1,,2,28,25,0,0,2,0,1,16,6
0,2,9,2,,0,1,,1,9,9,1,0,1,0,0,1,0
0,1,27,0,,1,3,,1,27,27,0,0,1,0,1,4,1
0,1,27,0,,1,3,,1,27,27,0,0,1,0,1,4,1
0,2,33,0,,1,3,,1,33,33,0,0,1,0,1,4,1
0,1.5714285714,12.5714285714,1.2857142857,,0,0,,2,88,25,0,0,7,0,2,12,0
0,2.1666666667,16.6666666667,0.8333333333,,5,2,,1,100,56,1,0,6,0,4,38,5
1,2,12,3,,0,2,,1,12,12,1,0,1,1,1,2,0
0,1,3,0.5,,2,1,,2,6,3,0,0,2,0,2,4,4
0,2.2857142857,31,0.5714285714,,1,0,,4,217,65,6,0,7,0,5,20,4
1,2.5,9,0.5,,0,0,,1,36,26,2,0,4,0,4,10,0
0,1,6,0,,0,0,,1,6,6,0,0,1,0,1,1,0
0,1.2857142857,6.8571428571,0,,0,0,,7,48,19,0,0,7,0,7,7,0
0,2,11,1,,0,0,,1,11,11,2,0,1,2,1,3,0
0,1.6666666667,11.6666666667,0.3333333333,,1,2,,3,70,24,0,0,6,0,5,21,3
0,3.25,26.25,0.25,,2,2,,2,105,65,0,0,4,0,3,13,4
1,1.8888888889,22.2222222222,0.8888888889,,1,0,,7,200,80,2,0,9,1,0,13,7
0,2.5,15,2,,1,1,,2,30,25,1,0,2,0,0,3,2
0,1,3.6666666667,1.3333333333,,0,1,,3,11,4,0,0,3,0,3,3,0
0,1,5.25,2.125,,0,1,,1,42,7,1,0,8,0,8,16,0
0,2.8,30.8,0,,2,2,,5,154,66,1,0,5,0,5,22,10
0,4.8,30,0.8,,2,2,,1,150,43,1,0,5,0,2,22,2
0,1.5,8,0,,0,0,,1,16,10,1,0,2,0,2,4,0
0,2,17,0,,0,2,,1,17,17,0,0,1,0,1,1,0
0,1.2,11.8,0,,0,0,,5,59,17,0,0,5,0,5,5,0
0,1.3333333333,5.3333333333,1,,0,0,,1,16,9,2,0,3,0,3,8,0
0,1,6.2857142857,0,,0,0,,7,44,10,0,0,7,0,7,7,0
0,1.6666666667,10.6666666667,1,,0,0,,1,64,26,2,0,6,0,5,14,0
0,1,18,0,,0,0,,1,18,18,0,0,1,0,1,1,0
0,1.8333333333,37,0,,3,2,,1,222,50,2,0,6,0,6,57,3
0,1,4,2,,0,1,,1,4,4,1,0,1,0,0,1,0
0,1.6666666667,8,1,,0,1,,3,24,18,2,0,3,2,0,4,0
1,2,19.75,0.75,,0,0,,1,79,37,7,0,4,0,1,14,0
0,1,9,0,,0,0,,2,18,9,0,0,2,0,2,2,0
0,1,4,0,,0,0,,5,20,4,0,0,5,0,5,5,0
1,1,3,1,,0,0,,1,3,3,0,1,1,0,1,1,0
0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0
0,1,2,1,,0,0,,2,4,3,0,0,2,0,1,2,0
0,1,3,1,,0,0,,2,6,3,0,0,2,0,2,2,0
0,1,3,1,,0,0,,2,6,3,0,0,2,0,2,2,0
0,1,30,2,,0,1,,1,30,30,1,0,1,0,1,1,0
0,2.3,16.5,1.1,,0,1,,4,165,77,14,0,10,0,10,40,0
0,3,30,2,,0,1,,1,30,30,2,0,1,0,0,2,0
0,2,23,2,,0,1,,1,23,23,2,0,1,0,0,2,0
0,2,25,2,,0,1,,1,25,25,2,0,1,0,0,2,0
0,1,5,2,,0,1,,1,5,5,1,0,1,0,0,1,0
0,1.875,7.625,1.125,,2,1,,5,61,19,8,0,8,3,7,24,10
1,3.2,12,0.4,,1,0,,1,60,33,5,0,5,1,5,18,1
1,1,1,1,,0,0,,1,1,1,0,1,1,0,1,1,0
2,1.0714285714,4.3571428571,0.4285714286,,0,0,,1,61,12,5,0,14,0,14,41,0
1,1.8,5,0.8,,0,0,,1,25,7,3,0,5,1,5,16,0
0,1.4,4.6,0.4,,0,0,,1,23,6,2,0,5,0,5,11,0
0,1.8888888889,6.6666666667,0.3333333333,,2,0,,1,60,34,7,0,9,0,9,32,2
1,2.7777777778,16.3333333333,1.7777777778,,1,1,,2,147,41,4,0,9,0,3,28,2
1,2.5,12.25,0.5,,1,0,,2,49,34,2,0,4,0,4,11,2
0,1,3,0.5,,0,0,,1,6,3,1,0,2,0,2,4,0
0,1.5384615385,5.3846153846,0.3076923077,,0,0,,3,70,21,8,0,13,0,13,33,0
0,6.8,29,1,,1,1,,1,145,74,7,0,5,0,5,24,1
0,3,27,2,,0,1,,1,27,27,1,0,1,0,1,1,0
0,3.75,14.6875,1.0625,,1,1,,3,235,67,10,0,16,0,13,62,3
2,2.4615384615,9,0.7692307692,,0,1,,2,117,26,8,0,13,0,13,44,0
0,3,41.5,2,,0,1,,1,83,77,2,0,2,0,2,4,0
0,1.0909090909,4.6363636364,0.0909090909,,0,0,,1,102,16,1,0,22,0,21,61,0
1,1.0869565217,4.1739130435,0,,0,0,,1,96,12,1,0,23,0,23,57,0
0,1,3,0.5,,0,0,,1,6,3,1,0,2,0,2,4,0
4,1,3.375,0.25,,0,1,,5,27,5,3,2,8,0,8,13,0
0,1.2857142857,4.8571428571,0.7142857143,,1,2,,1,34,14,3,0,7,0,6,17,1
0,1,9,1,,0,1,,1,9,9,0,0,1,0,1,1,0
0,2.3333333333,7.3333333333,0.3333333333,,1,2,,2,22,11,2,0,3,0,3,6,2
0,3.5,16.5,0.5,,0,1,,1,33,30,2,0,2,0,2,4,0
0,2,6.4,0.8,,0,1,,1,32,20,5,0,5,0,5,13,0
0,1.5,9.75,1,,0,1,,1,39,17,2,0,4,0,4,12,0
0,1,37,2,,0,1,,1,37,37,1,0,1,0,1,1,0
0,1,3.5,0.75,,0,0,,1,14,5,3,0,4,0,4,10,0
0,1.6666666667,5.3333333333,1,,0,0,,3,16,10,0,0,3,0,3,3,0
0,1,3,0.3333333333,,0,0,,1,9,3,1,0,3,0,3,6,0
