10,1,4,1,1,7,28,0,7,0,7,14,7,1
4,3.2307692308,45.6923076923,2.5384615385,11,3,594,0,13,0,13,63,33,1
1,0,0,0,0,0,0,2,0,2,0,0,0,1
4,0,0,0,0,0,0,5,0,5,0,0,0,1
20,6,21,2.75,5,1,84,2,4,2,4,17,5,1
6,6,27,2,1,1,27,0,1,0,1,2,1,1
1,4,14,2,0,1,28,2,2,2,2,6,0,1
2,0,0,0,0,0,0,6,0,6,0,0,0,1
1,0,0,0,0,0,0,5,0,5,0,0,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,2,0,2,0,0,0,1
118,5.1666666667,37,2.3888888889,5,5,666,14,18,14,18,94,25,1
0,0,0,0,0,0,0,2,0,2,0,0,0,1
8,0,0,0,0,0,0,4,0,4,0,0,0,1
1,0,0,0,0,0,0,15,0,15,0,0,0,1
155,8.4285714286,46.0238095238,3.5595238095,70,60,3866,11,84,11,84,776,4200,0
0,0,0,0,0,0,0,6,0,6,0,0,0,1
0,0,0,0,0,0,0,2,0,2,0,0,0,1
29,5,27.75,1.5,1,3,111,3,4,3,4,26,3,1
30,0,0,0,0,0,0,19,0,19,0,0,0,1
0,5.6,59.2,1.2,5,1,296,0,5,0,5,18,5,1
1,0,0,0,0,0,0,4,0,4,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,0,3,0,0,0,1
2,0,0,0,0,0,0,2,0,2,0,0,0,1
2,0,0,0,0,0,0,33,0,33,0,0,0,1
2,0,0,0,0,0,0,53,0,53,0,0,0,1
1,0,0,0,0,0,0,4,0,4,0,0,0,1
0,6,14,1,2,1,28,1,2,1,2,10,2,1
1,0,0,0,0,0,0,3,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,17,0,17,0,0,0,1
89,4.6666666667,30.1666666667,2,4,1,181,6,6,6,6,56,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3.7894736842,23.1578947368,1.6578947368,9,12,880,14,38,14,38,151,108,1
0,0,0,0,0,0,0,18,0,18,0,0,0,1
2,0,0,0,0,0,0,8,0,8,0,0,0,1
3,0,0,0,0,0,0,7,0,7,0,0,0,1
2,0,0,0,0,0,0,2,0,2,0,0,0,1
2,0,0,0,0,0,0,12,0,12,0,0,0,1
0,3.5,42,1,3,1,84,0,2,0,2,13,3,1
3,1.6666666667,36,1,2,2,108,3,3,3,3,16,4,1
3,0,0,0,0,0,0,6,0,6,0,0,0,1
8,1,12.5,1,4,2,50,5,4,5,4,22,8,1
0,0,0,0,0,0,0,2,0,2,0,0,0,1
0,0,0,0,0,0,0,2,0,2,0,0,0,1
13,5.6666666667,21.3333333333,1.3333333333,8,2,128,2,6,2,6,60,16,1
1,0,0,0,0,0,0,3,0,3,0,0,0,1
12,0,0,0,0,0,0,23,0,23,0,0,0,1
14,0,0,0,0,0,0,18,0,18,0,0,0,1
10,3,16.6666666667,1.3333333333,16,2,50,47,3,47,3,47,32,1
4,0,0,0,0,0,0,4,0,4,0,0,0,1
1,1.3333333333,107,1.3333333333,2,1,321,1,3,1,3,17,2,1
19,4,21.6153846154,1.5384615385,21,4,281,14,13,14,13,80,84,1
