1,1,1,1,0,3,3,4,3,4,3,3,0,1
0,1,1,1,0,19,19,8,19,8,19,19,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,8,8,0,8,0,8,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1,1,0,5,5,12,5,12,5,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,3,0,3,0,0,0,1
0,1,1,1,0,6,6,1,6,1,6,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,10,0,10,0,0,0,1
17,5.75,31,1,4,3,124,7,4,7,4,23,12,1
36,1.8983050847,8.9830508475,1.0508474576,20,29,530,14,59,14,59,156,580,0
1,10.6666666667,84,2,18,1,252,9,3,9,3,36,18,1
7,9.5,65.3333333333,2,21,3,392,14,6,14,6,95,63,0
2,4.5,27.75,1.5,2,3,111,8,4,8,4,16,6,1
46,3.1212121212,17.0909090909,1.2727272727,9,16,1128,39,66,39,66,223,144,0
1,2,13.5,1.5,2,1,27,2,2,2,2,7,2,1
20,1,1,1,0,6,6,96,6,96,6,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2.5769230769,12.0384615385,1.0384615385,3,10,313,0,26,0,26,107,30,1
3,1.75,6.5,1,3,4,26,1,4,1,4,9,12,1
0,0,0,0,0,0,0,2,0,2,0,0,0,1
0,3,10,0,2,1,10,0,1,0,1,3,2,1
0,4,18,2,2,1,18,1,1,1,1,3,2,1
14,3,37.8,0.6,3,1,189,2,5,2,5,15,3,1
13,3.8461538462,19.9230769231,1,4,8,259,2,13,2,13,56,32,1
24,1.75,11.95,1.5,11,8,239,6,20,6,20,62,88,1
17,5.1428571429,29.1428571429,0.4285714286,14,3,204,12,7,12,7,52,42,1
0,12,76,1,2,1,76,2,1,2,1,4,2,1
2,2.4,12.8,0.8,4,2,64,3,5,3,5,14,8,1
0,9.125,31.625,1.375,5,4,253,14,8,14,8,40,20,1
0,10,64,1,2,1,64,2,1,2,1,4,2,1
1,5.5333333333,19.9333333333,0.8,12,3,299,8,15,8,15,53,36,1
0,5.4666666667,21.7333333333,1,9,7,326,9,15,9,15,51,63,1
0,5.3333333333,31.6666666667,1.3333333333,7,1,95,3,3,3,3,25,7,1
0,1,7,1,0,1,7,2,1,2,1,1,0,1
1,3.6923076923,17.6923076923,0.4615384615,5,2,230,8,13,8,13,56,10,1
0,5.5,36,1.5,10,1,144,4,4,4,4,25,10,1
0,3,17,1,3,1,17,3,1,3,1,5,3,1
0,6.5,39,1,7,1,156,4,4,4,4,25,7,1
0,1,9.3333333333,2,2,1,28,2,3,2,3,7,2,1
0,1,8,1,1,1,8,2,1,2,1,2,1,1
0,4.2857142857,26.1428571429,0.8571428571,6,3,183,4,7,4,7,23,18,1
0,1,4.6666666667,0.3333333333,3,2,14,4,3,4,3,7,6,1
0,1,8.5,2,0,2,17,1,2,1,2,3,0,1
0,6.75,29.25,0.75,8,2,117,5,4,5,4,26,16,1
0,4,56,1,10,1,56,5,1,5,1,24,10,1
0,7.5,29.5,0.5,5,2,59,3,2,3,2,10,10,1
0,4,18,1,4,1,18,3,1,3,1,8,4,1
0,4,23,1,3,1,23,2,1,2,1,5,3,1
0,1,6,1,0,1,6,2,1,2,1,1,0,1
0,7.5,49,0.5,9,2,98,8,2,8,2,18,18,1
0,1.5,10.5,0.5,2,2,21,3,2,3,2,6,4,1
0,1,5,1,0,2,10,4,2,4,2,2,0,1
2,2.5,14,0.5,2,1,28,2,2,2,2,7,2,1
0,5,26,1,4,1,78,9,3,9,3,18,4,1
0,3,17,1,3,1,17,3,1,3,1,5,3,1
0,4,27,1,3,1,27,2,1,2,1,8,3,1
20,5.9864864865,41.4459459459,1.8108108108,40,33,3067,53,74,53,74,604,1320,0
18,5.225,26.775,0.625,8,10,1071,31,40,31,40,204,80,0
1,1,1,0.8961038961,0,77,77,3,77,3,77,77,0,1
4,3.8,24.05,1.6,14,7,481,5,20,5,20,91,98,1
17,3.25,15.75,0.75,7,4,126,28,8,28,8,51,28,1
32,3.3921568627,15.8823529412,1.2549019608,22,38,810,18,51,18,51,131,836,0
2,2.8,13.6,1.1,9,5,136,4,10,4,10,42,45,1
3,2.1818181818,12.1818181818,1.5,5,15,268,8,22,8,22,69,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,0,0,3,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
