0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,24,3.5,0,1,48,0,2,0,2,3,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,1,8.1363636364,0.5454545455,0,22,179,0,22,0,22,22,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,1.25,9.5,2.5,0,4,38,0,4,0,4,4,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,1,7,0.75,0,4,28,0,4,0,4,4,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,1,7,2,0,2,14,0,2,0,2,2,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,1,7.5,1.25,0,4,30,0,4,0,4,4,0,1
0,3,84,0,0,1,84,0,1,0,1,1,0,1
0,12.6666666667,125,2.6666666667,0,1,375,0,3,0,3,5,0,1
0,0,0,0,0,0,0,8,0,8,0,0,0,1
1,2.3333333333,20,2.6666666667,1,1,60,0,3,0,3,8,1,1
1,0,0,0,0,0,0,2,0,2,0,0,0,1
0,3,56,2,0,1,56,5,1,5,1,2,0,1
0,9,64.3333333333,1.3333333333,0,1,193,0,3,0,3,5,0,1
0,1.375,7.125,1.25,0,6,57,8,8,1,5,19,0,1
0,5.5,53,1.5,0,1,106,0,2,0,2,3,0,1
0,6.375,57.25,1.125,0,4,458,17,8,1,2,39,0,1
1,3,14,2,0,1,14,0,1,0,1,1,0,1
0,4.3529411765,34.2352941176,0.5294117647,3,10,582,8,17,0,7,77,30,1
1,0,0,0,0,0,0,5,0,5,0,0,0,1
1,0,0,0,0,0,0,7,0,7,0,0,0,1
0,1.6666666667,14,0.8333333333,0,2,84,6,6,1,5,20,0,1
1,10.8333333333,81.0833333333,1.4166666667,1,2,973,10,12,10,12,42,2,1
0,2.3333333333,9.8333333333,0.8333333333,1,2,59,3,6,1,5,16,2,1
0,5,93,2,0,1,93,0,1,0,1,1,0,1
0,1.3333333333,8.8333333333,0.8333333333,0,3,53,5,6,0,4,14,0,1
0,2.125,12.125,1.25,0,3,97,8,8,0,4,27,0,1
0,1.4,4,1,0,4,20,3,5,0,3,11,0,1
0,1,6.8,1.4,0,1,34,2,5,0,3,15,0,1
0,3.25,17.75,1.75,0,4,71,0,4,0,4,4,0,1
0,1,1,2,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,3,0,0,1,3,1,1,1,1,1,0,1
0,1,9,2,0,1,9,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.6428571429,13.1666666667,2.3571428571,2,5,553,13,42,0,38,225,10,1
1,1.75,7.6666666667,2.5277777778,0,2,276,6,36,0,33,86,0,1
0,1.3333333333,4,0.3333333333,1,3,12,0,3,0,3,7,3,1
0,1.4166666667,6.3611111111,2.5277777778,1,2,229,1,36,0,34,105,2,1
0,1,1,2.7272727273,0,33,33,0,33,0,33,33,0,1
0,2.0606060606,19.9090909091,2.7272727273,0,33,657,0,33,0,33,33,0,1
1,64,719,4,0,1,719,0,1,0,1,1,0,1
0,1,1,1,0,2,2,0,2,0,2,2,0,1
0,1,6.5,1,0,2,13,0,2,0,2,2,0,1
1,2,20,4,0,1,20,0,1,0,1,1,0,1
0,0,0,0,0,0,0,3,0,3,0,0,0,1
1,1,8.7692307692,0.8461538462,0,13,114,2,13,0,6,13,0,1
0,1,7,0,0,1,7,5,1,5,1,1,0,1
0,2.8333333333,12.1666666667,1.1666666667,0,6,73,1,6,0,6,6,0,1
2,1.0322580645,2.6612903226,2.8709677419,0,33,165,0,62,0,31,91,0,1
4,1,1.0333333333,2.8333333333,0,30,31,0,30,0,30,30,0,1
1,1,1,0.5,0,2,2,0,2,0,2,2,0,1
0,3.3333333333,14.3333333333,0.3333333333,2,3,43,0,3,0,3,10,6,1
1,1,5.1538461538,0.7692307692,0,13,67,2,13,1,9,13,0,1
0,0,0,0,0,0,0,14,0,14,0,0,0,1
1,0,0,0,0,0,0,3,0,3,0,0,0,1
1,0,0,0,0,0,0,4,0,4,0,0,0,1
0,2.6315789474,14.8421052632,2.5526315789,9,18,564,5,38,0,2,124,162,1
1,1,2.5,0,0,2,5,2,2,2,2,4,0,1
1,1,3,0.3333333333,0,2,9,2,3,2,3,7,0,1
0,1,3,0.5,0,2,6,0,2,0,2,2,0,1
3,3.25,15.375,1.875,0,1,123,4,8,4,8,24,0,1
1,7.8076923077,36.1538461538,1.8461538462,6,1,940,13,26,13,26,193,6,0
1,0,0,0,0,0,0,4,0,4,0,0,0,1
1,0,0,0,0,0,0,23,0,23,0,0,0,1
2,0,0,0,0,0,0,3,0,3,0,0,0,1
2,0,0,0,0,0,0,3,0,3,0,0,0,1
2,0,0,0,0,0,0,2,0,2,0,0,0,1
1,2.1333333333,20.2666666667,1.4666666667,2,1,304,3,15,3,15,87,2,1
1,0,0,0,0,0,0,14,0,14,0,0,0,1
0,1.3225806452,7.4516129032,2.5483870968,0,31,231,0,31,0,2,31,0,1
0,1,3.5,0.5,0,2,7,0,2,0,2,2,0,1
0,0,0,0,0,0,0,190,0,104,0,0,0,1
0,0,0,0,0,0,0,70,0,18,0,0,0,1
0,1,1,1.8333333333,0,6,6,40,6,36,6,6,0,1
